,group,names,scores,logfoldchanges,pvals,pvals_adj,cell_type,abs_logfoldchanges
11017,Gefitinib,DCTD,1.0772742,0.2072122,0.2813578093455923,0.4167612550931586,CD8 Naive,0.2072122
11018,Gefitinib,PRF1,1.0727229,0.20035404,0.28339547683529476,0.41925548071139107,CD8 Naive,0.20035404
11019,Gefitinib,TIMELESS,1.0710899,0.58786035,0.2841290371326378,0.41981659476580524,CD8 Naive,0.58786035
11020,Gefitinib,ADORA2A,1.0543947,0.39508286,0.2917022239027006,0.429127174354431,CD8 Naive,0.39508286
11021,Gefitinib,CD200,1.0540087,1.0370525,0.29187890508833025,0.429127174354431,CD8 Naive,1.0370525
11022,Gefitinib,KIAA0753,1.0529441,0.22773923,0.29236660715730767,0.42931156069567483,CD8 Naive,0.22773923
11023,Gefitinib,NFKBIB,1.0480323,0.31025362,0.2946237274926554,0.4320904914341543,CD8 Naive,0.31025362
11024,Gefitinib,SLC37A4,1.0429084,0.22402936,0.29699071994390547,0.4344864236216395,CD8 Naive,0.22402936
11025,Gefitinib,RBKS,1.0395151,0.6470396,0.29856524489059433,0.4357140581223575,CD8 Naive,0.6470396
11026,Gefitinib,PCNA,1.0369998,0.21358126,0.2997359520145072,0.43634779255183176,CD8 Naive,0.21358126
11027,Gefitinib,NUP85,1.0360582,0.22348274,0.30017501342475383,0.436450786390593,CD8 Naive,0.22348274
11028,Gefitinib,STK25,1.0310191,0.22692421,0.3025318689272817,0.43933855965542745,CD8 Naive,0.22692421
11029,Gefitinib,LAGE3,1.0196006,0.24037328,0.30791792074887714,0.4460669145322975,CD8 Naive,0.24037328
11030,Gefitinib,CYB561,1.0176877,0.4480627,0.3088264322043772,0.44683677919680953,CD8 Naive,0.4480627
11031,Gefitinib,BAD,1.0105532,0.49983633,0.3122303313722814,0.4504967397496138,CD8 Naive,0.49983633
11032,Gefitinib,PIN1,0.994558,0.2046604,0.3199512974188955,0.45792494360695046,CD8 Naive,0.2046604
11033,Gefitinib,MAP2K4,0.98981583,0.18498759,0.3222641508306,0.46065502862998914,CD8 Naive,0.18498759
11034,Gefitinib,BDH1,0.9572994,0.42995492,0.3384161447903311,0.4785478897094778,CD8 Naive,0.42995492
11035,Gefitinib,INPP5D,0.95161563,0.16817588,0.3412919507525183,0.48148060957412714,CD8 Naive,0.16817588
11036,Gefitinib,MKNK1,0.9515944,0.16252899,0.34130271058419137,0.48148060957412714,CD8 Naive,0.16252899
11037,Gefitinib,ACLY,0.9475394,0.20794442,0.34336397989000567,0.48381250436344436,CD8 Naive,0.20794442
11038,Gefitinib,RXYLT1,0.92086375,0.27012885,0.3571215614776928,0.5002234637719456,CD8 Naive,0.27012885
11039,Gefitinib,PSME2,0.91523933,0.42322597,0.36006599197773503,0.5028142325664847,CD8 Naive,0.42322597
11040,Gefitinib,CSK,0.89937985,0.28519973,0.3684503601892527,0.513663149205017,CD8 Naive,0.28519973
11041,Gefitinib,LSM5,0.8898489,0.17146786,0.3735470223702948,0.519546034634741,CD8 Naive,0.17146786
11042,Gefitinib,C2CD2L,0.8867695,0.1871942,0.3752030241090726,0.5211819759982306,CD8 Naive,0.1871942
11043,Gefitinib,RAB11FIP2,0.8766192,0.21500885,0.38069348633627487,0.5276278143958898,CD8 Naive,0.21500885
11044,Gefitinib,SNX11,0.8521916,0.22614147,0.3941077318637708,0.542091287579353,CD8 Naive,0.22614147
11045,Gefitinib,NUDCD3,0.8520432,0.24378237,0.39419012104040374,0.542091287579353,CD8 Naive,0.24378237
11046,Gefitinib,ARFIP2,0.8517887,0.20216197,0.39433138387628885,0.542091287579353,CD8 Naive,0.20216197
11047,Gefitinib,ECSIT,0.8463891,0.15240707,0.3973357243650403,0.5449569830701073,CD8 Naive,0.15240707
11048,Gefitinib,ACVR2A,0.8442216,0.211789,0.39854558085853964,0.5459844084593867,CD8 Naive,0.211789
11049,Gefitinib,TRAF2,0.8413373,0.23180217,0.4001590020340483,0.5469301238873671,CD8 Naive,0.23180217
11050,Gefitinib,MCOLN1,0.8361964,0.22950695,0.40304440537923625,0.5502391939797177,CD8 Naive,0.22950695
11051,Gefitinib,AXIN1,0.8305084,0.2586381,0.4062514028516101,0.5533424280220206,CD8 Naive,0.2586381
11052,Gefitinib,CASK,0.8272296,0.15583763,0.40810693175837265,0.5544523845705407,CD8 Naive,0.15583763
11053,Gefitinib,HERC6,0.8265891,0.18085279,0.40846998458234773,0.5544523845705407,CD8 Naive,0.18085279
11054,Gefitinib,ZMIZ1,0.8225596,0.37342757,0.4107584995624296,0.5562843679788333,CD8 Naive,0.37342757
11055,Gefitinib,EIF4EBP1,0.816651,0.37693316,0.4141279204423052,0.5595685127983256,CD8 Naive,0.37693316
11056,Gefitinib,RANGAP1,0.80782837,0.2715799,0.4191893968361069,0.5657624547275475,CD8 Naive,0.2715799
11057,Gefitinib,IGF1R,0.7926433,0.21612102,0.4279856751891663,0.5743635618337056,CD8 Naive,0.21612102
11058,Gefitinib,YTHDF1,0.7856743,0.16753167,0.43205833107810354,0.5791732153026614,CD8 Naive,0.16753167
11059,Gefitinib,PDS5A,0.7726864,0.2643786,0.4397080017544094,0.5874340271465334,CD8 Naive,0.2643786
11060,Gefitinib,COASY,0.7651872,0.14852996,0.4441600941187339,0.5927136391111483,CD8 Naive,0.14852996
11061,Gefitinib,TNFRSF10B,0.7547952,0.20345458,0.45037189528432675,0.6003269920269148,CD8 Naive,0.20345458
11062,Gefitinib,LIPA,0.74859387,0.14670323,0.45410201525034666,0.6032633274345973,CD8 Naive,0.14670323
11063,Gefitinib,MTOR,0.73829097,0.14660314,0.46033766271381027,0.6101791166844129,CD8 Naive,0.14660314
11064,Gefitinib,IL4R,0.7355975,0.14705296,0.46197567624012115,0.6106776052476867,CD8 Naive,0.14705296
11065,Gefitinib,APP,0.7339645,0.14467232,0.462970384798868,0.610874942362664,CD8 Naive,0.14467232
11066,Gefitinib,PCCB,0.73297197,0.15118794,0.46357554386990973,0.610874942362664,CD8 Naive,0.15118794
11067,Gefitinib,SHB,0.731568,0.37184036,0.46443231151963227,0.610874942362664,CD8 Naive,0.37184036
11068,Gefitinib,PSMB7,0.73013,0.17441988,0.46531069915969603,0.6113006413572504,CD8 Naive,0.17441988
11069,Gefitinib,CDKN1A,0.72691065,0.30259392,0.46728069890803425,0.6132088905935998,CD8 Naive,0.30259392
11070,Gefitinib,HOOK2,0.72160435,0.34020758,0.4705377632362402,0.6161185076629222,CD8 Naive,0.34020758
11071,Gefitinib,ISOC1,0.7199883,0.14985584,0.47153220716860367,0.6163594715219145,CD8 Naive,0.14985584
11072,Gefitinib,ASAH1,0.70020527,0.21702784,0.48379910870399834,0.6311476042639859,CD8 Naive,0.21702784
11073,Gefitinib,ATF5,0.6963793,0.18468435,0.48619130265447075,0.6331172457643384,CD8 Naive,0.18468435
11074,Gefitinib,JUN,0.6867084,0.1361772,0.4922665032810676,0.6396225947237556,CD8 Naive,0.1361772
11075,Gefitinib,EED,0.6835653,0.13754977,0.49424967397446784,0.6407941615533308,CD8 Naive,0.13754977
11076,Gefitinib,IL12A,0.67919225,0.45475632,0.4970160780784255,0.6436765601343544,CD8 Naive,0.45475632
11077,Gefitinib,FAIM,0.6688214,0.16905333,0.5036094055402285,0.6500840365633668,CD8 Naive,0.16905333
11078,Gefitinib,HDAC6,0.66587347,0.13729614,0.5054919760270891,0.6518041257803052,CD8 Naive,0.13729614
11079,Gefitinib,CHN1,0.6605248,0.64556646,0.5089171282460228,0.6555073880125403,CD8 Naive,0.64556646
11080,Gefitinib,PHGDH,0.646099,0.47871137,0.5182152684517384,0.6660358927497939,CD8 Naive,0.47871137
11081,Gefitinib,S100B,0.6440248,0.101061046,0.519559352470591,0.6668119306628056,CD8 Naive,0.101061046
11082,Gefitinib,GAB2,0.64343095,0.20049867,0.5199444927699852,0.6668119306628056,CD8 Naive,0.20049867
11083,Gefitinib,SLC2A6,0.6386464,0.2905642,0.5230529867406698,0.6693496644575526,CD8 Naive,0.2905642
11084,Gefitinib,HEBP1,0.63503253,0.36456075,0.5254072003192543,0.6709132892007719,CD8 Naive,0.36456075
11085,Gefitinib,TLK2,0.62402123,0.18594556,0.5326136381091796,0.6793833812264563,CD8 Naive,0.18594556
11086,Gefitinib,TCTN1,0.6203183,0.1602658,0.5350482573698445,0.6804304980734629,CD8 Naive,0.1602658
11087,Gefitinib,FCER1G,0.6201529,0.18898812,0.5351571512273987,0.6804304980734629,CD8 Naive,0.18898812
11088,Gefitinib,TSPAN32,0.6084587,0.15808463,0.5428833103525734,0.6867485268918562,CD8 Naive,0.15808463
11089,Gefitinib,FUT4,0.60824656,0.18736018,0.5430239406731385,0.6867485268918562,CD8 Naive,0.18736018
11090,Gefitinib,ALCAM,0.6068171,0.17572613,0.5439722620524734,0.6872144248743933,CD8 Naive,0.17572613
11091,Gefitinib,IRF3,0.60005176,0.13543698,0.5484717518833243,0.6911668032530349,CD8 Naive,0.13543698
11092,Gefitinib,ASCC3,0.5994834,0.23868391,0.5488506007266717,0.6911668032530349,CD8 Naive,0.23868391
11093,Gefitinib,SCCPDH,0.59363836,0.123665504,0.5527540003812019,0.6947131505781963,CD8 Naive,0.123665504
11094,Gefitinib,KLF9,0.5917593,0.13574427,0.5540117529927389,0.6947131505781963,CD8 Naive,0.13574427
11095,Gefitinib,ADO,0.5856726,0.1366135,0.5580955559794356,0.6983561075349854,CD8 Naive,0.1366135
11096,Gefitinib,RALB,0.5835772,0.3025531,0.5595047882113817,0.6993809852642271,CD8 Naive,0.3025531
11097,Gefitinib,F2RL1,0.5788605,0.24387148,0.5626832900196248,0.7026129596135462,CD8 Naive,0.24387148
11098,Gefitinib,BID,0.5667761,0.14101574,0.570866312860177,0.7113318409456464,CD8 Naive,0.14101574
11099,Gefitinib,KDELR2,0.564685,0.14819157,0.5722880597454225,0.7123543600822748,CD8 Naive,0.14819157
11100,Gefitinib,TFEB,0.5588612,0.112405054,0.5762564507467922,0.7157902454244747,CD8 Naive,0.112405054
11101,Gefitinib,MCAM,0.5516292,0.53632593,0.5812024204708596,0.7204235023618918,CD8 Naive,0.53632593
11102,Gefitinib,ITFG1,0.5464799,0.122120306,0.584736127758464,0.7240463023968441,CD8 Naive,0.122120306
11103,Gefitinib,PVR,0.53708464,0.3703275,0.591209154861523,0.729014410521233,CD8 Naive,0.3703275
11104,Gefitinib,MSH5,0.5356849,0.3689393,0.5921763462080314,0.7294479940296437,CD8 Naive,0.3689393
11105,Gefitinib,RPN1,0.5344166,0.15040083,0.5930533066860515,0.7297696452990353,CD8 Naive,0.15040083
11106,Gefitinib,ZNF586,0.5323934,0.13125531,0.5944535677578919,0.7307338981256244,CD8 Naive,0.13125531
11107,Gefitinib,SPAG4,0.5309724,0.13013873,0.5954378819797865,0.731185378389686,CD8 Naive,0.13013873
11108,Gefitinib,ECD,0.5176155,0.11939138,0.6047265533807962,0.7387638822229314,CD8 Naive,0.11939138
11109,Gefitinib,CDCA4,0.5140695,0.37606302,0.6072033951386642,0.7410257705863204,CD8 Naive,0.37606302
11110,Gefitinib,FEZ2,0.51051927,0.112633325,0.6096877268641547,0.7432921361461146,CD8 Naive,0.112633325
11111,Gefitinib,JMJD6,0.5062734,0.18814541,0.6126647492408341,0.7454349005154678,CD8 Naive,0.18814541
11112,Gefitinib,RSU1,0.50621825,0.1551109,0.6127034540945702,0.7454349005154678,CD8 Naive,0.1551109
11113,Gefitinib,CASP7,0.49376902,0.11689365,0.6214693073030334,0.753653556297115,CD8 Naive,0.11689365
11114,Gefitinib,DHX29,0.4903545,0.117402464,0.6238830591017368,0.755159780424472,CD8 Naive,0.117402464
11115,Gefitinib,RAE1,0.4855954,0.17970392,0.6272540622613743,0.7583281839315272,CD8 Naive,0.17970392
11116,Gefitinib,GTPBP8,0.46890455,0.17978524,0.6391378632682125,0.7693388715228955,CD8 Naive,0.17978524
11117,Gefitinib,ICAM1,0.4684083,0.37431428,0.6394926484810566,0.7693388715228955,CD8 Naive,0.37431428
11118,Gefitinib,ACD,0.46531612,0.18358047,0.6417050886306312,0.7712175760925943,CD8 Naive,0.18358047
11119,Gefitinib,SKIC2,0.45592514,0.11518182,0.648443810806038,0.7760154765551834,CD8 Naive,0.11518182
11120,Gefitinib,ITGB2,0.455484,0.1431157,0.648761068902183,0.7760154765551834,CD8 Naive,0.1431157
11121,Gefitinib,PLSCR3,0.45519134,0.11472131,0.6489715926296935,0.7760154765551834,CD8 Naive,0.11472131
11122,Gefitinib,CFP,0.44499868,0.17154638,0.656320706979906,0.7809291383303173,CD8 Naive,0.17154638
11123,Gefitinib,CEBPB,0.44399765,0.15829541,0.6570442793173819,0.7809402918666976,CD8 Naive,0.15829541
11124,Gefitinib,WASHC5,0.43471694,0.1252877,0.6637678921332333,0.787703719868231,CD8 Naive,0.1252877
11125,Gefitinib,DNM1L,0.43342325,0.23416655,0.6647073109050812,0.787703719868231,CD8 Naive,0.23416655
11126,Gefitinib,DFFA,0.43339357,0.16658819,0.6647288775259333,0.787703719868231,CD8 Naive,0.16658819
11127,Gefitinib,UGDH,0.4303014,0.112474985,0.6669764035516894,0.7891105553354228,CD8 Naive,0.112474985
11128,Gefitinib,NIPSNAP1,0.42992815,0.2432843,0.6672479126127373,0.7891105553354228,CD8 Naive,0.2432843
11129,Gefitinib,RPN2,0.41792855,0.11741154,0.6759993574619695,0.7986632488458961,CD8 Naive,0.11741154
11130,Gefitinib,AGL,0.4106923,0.10153083,0.681298161474689,0.8033217127835885,CD8 Naive,0.10153083
11131,Gefitinib,HSPB1,0.40899566,0.110045,0.6825428448537902,0.803989335140896,CD8 Naive,0.110045
11132,Gefitinib,VAPB,0.40518242,0.15364793,0.6853434193336627,0.8056864602285618,CD8 Naive,0.15364793
11133,Gefitinib,RGS2,0.40241265,0.17703018,0.6873803689877039,0.806393045454221,CD8 Naive,0.17703018
11134,Gefitinib,VPS28,0.40158975,0.18958007,0.6879859653622088,0.806393045454221,CD8 Naive,0.18958007
11135,Gefitinib,ATMIN,0.3991381,0.19701207,0.6897914531620475,0.8077103478231485,CD8 Naive,0.19701207
11136,Gefitinib,POLR2K,0.39199942,0.16106056,0.6950586423849637,0.8122726737930789,CD8 Naive,0.16106056
11137,Gefitinib,KCTD5,0.38527218,0.10749044,0.7000357687648753,0.815675895758483,CD8 Naive,0.10749044
11138,Gefitinib,LRRC41,0.3777984,0.19331333,0.7055803495152935,0.8205227813303462,CD8 Naive,0.19331333
11139,Gefitinib,PTPN12,0.3709609,0.090183504,0.7106666562164259,0.8253358654492998,CD8 Naive,0.090183504
11140,Gefitinib,ETFB,0.37036282,0.09368834,0.7111121676149663,0.8253358654492998,CD8 Naive,0.09368834
11141,Gefitinib,P4HTM,0.3690479,0.09295735,0.7120920075894179,0.8256644119309787,CD8 Naive,0.09295735
11142,Gefitinib,MPZL1,0.36176503,0.17770357,0.7175276286503921,0.8302723438127241,CD8 Naive,0.17770357
11143,Gefitinib,TCEA2,0.35535592,0.09802598,0.7223229726614557,0.8342619128692252,CD8 Naive,0.09802598
11144,Gefitinib,SLC25A13,0.35434216,0.25380912,0.7230824744355591,0.8343259320410297,CD8 Naive,0.25380912
11145,Gefitinib,EGR3,0.34871352,0.23184076,0.7273044018287962,0.8380321702666085,CD8 Naive,0.23184076
11146,Gefitinib,TESK1,0.34723318,0.12839253,0.7284161479954487,0.8380321702666085,CD8 Naive,0.12839253
11147,Gefitinib,TNFSF12,0.34389925,0.13796058,0.730922056047625,0.8395602366742019,CD8 Naive,0.13796058
11148,Gefitinib,THAP11,0.34124398,0.19260862,0.7329199133138984,0.8407648569960984,CD8 Naive,0.19260862
11149,Gefitinib,TBC1D31,0.33544567,0.10329202,0.7372889247601098,0.8449587774088299,CD8 Naive,0.10329202
11150,Gefitinib,DAG1,0.33126342,0.14978516,0.7404455259204035,0.8461653852289504,CD8 Naive,0.14978516
11151,Gefitinib,TSPAN6,0.33121252,0.28541556,0.74048397002736,0.8461653852289504,CD8 Naive,0.28541556
11152,Gefitinib,ABHD6,0.32932073,0.16760042,0.7419132682649463,0.8463321932742001,CD8 Naive,0.16760042
11153,Gefitinib,LTA,0.32850635,0.088600785,0.7425288460721304,0.8463321932742001,CD8 Naive,0.088600785
11154,Gefitinib,PGM1,0.31989583,0.08012462,0.7490473045605812,0.8526619172951861,CD8 Naive,0.08012462
11155,Gefitinib,LGMN,0.31539968,0.07726146,0.7524582044912074,0.8549021786405376,CD8 Naive,0.07726146
11156,Gefitinib,ITGB1,0.31107745,0.09552184,0.7557417372833837,0.856170132582036,CD8 Naive,0.09552184
11157,Gefitinib,NENF,0.3096565,0.099347524,0.756822178409096,0.8565752449042777,CD8 Naive,0.099347524
11158,Gefitinib,KHDC4,0.30827796,0.11004462,0.757870822005335,0.8569436298438187,CD8 Naive,0.11004462
11159,Gefitinib,PDHX,0.30338737,0.08061949,0.7615946701789766,0.8602034783983797,CD8 Naive,0.08061949
11160,Gefitinib,DERA,0.3025857,0.08739005,0.7622056137707162,0.8602034783983797,CD8 Naive,0.08739005
11161,Gefitinib,PIK3C3,0.29700372,0.14978062,0.7664636806904025,0.8630845804845881,CD8 Naive,0.14978062
11162,Gefitinib,PCK2,0.29542157,0.2160751,0.7676718547094987,0.8630845804845881,CD8 Naive,0.2160751
11163,Gefitinib,MAP2K5,0.293551,0.10422796,0.7691010141076895,0.8638717551825706,CD8 Naive,0.10422796
11164,Gefitinib,DHDDS,0.28758302,0.094876155,0.7736659382009946,0.868176265878957,CD8 Naive,0.094876155
11165,Gefitinib,FOS,0.27370015,0.0925396,0.7843150640624312,0.8759786530763252,CD8 Naive,0.0925396
11166,Gefitinib,PTPRC,0.2700778,0.1270074,0.7871004088458715,0.8780831107670048,CD8 Naive,0.1270074
11167,Gefitinib,GFPT1,0.26804605,0.13294469,0.78866387627278,0.8783521554353799,CD8 Naive,0.13294469
11168,Gefitinib,CD9,0.26052138,0.16652413,0.7944616256982389,0.8831491805369729,CD8 Naive,0.16652413
11169,Gefitinib,GALE,0.25913435,0.15795098,0.7955315710976667,0.8831811726979968,CD8 Naive,0.15795098
11170,Gefitinib,S100A13,0.25841752,0.121988185,0.7960846907031017,0.8831811726979968,CD8 Naive,0.121988185
11171,Gefitinib,PAN2,0.2517624,0.1088707,0.8012247230200364,0.887020700224082,CD8 Naive,0.1088707
11172,Gefitinib,CKS1B,0.25116432,0.10184302,0.8016870632404994,0.887020700224082,CD8 Naive,0.10184302
11173,Gefitinib,MPC2,0.24328761,0.059620336,0.8077826045979288,0.8890399196437897,CD8 Naive,0.059620336
11174,Gefitinib,FAM20B,0.24192604,0.07617252,0.8088374717101672,0.8890399196437897,CD8 Naive,0.07617252
11175,Gefitinib,MSRA,0.24114983,0.062542945,0.8094390002043523,0.8890399196437897,CD8 Naive,0.062542945
11176,Gefitinib,WDHD1,0.24008517,0.1797717,0.8102642305614286,0.8890399196437897,CD8 Naive,0.1797717
11177,Gefitinib,CHST10,0.23247144,0.07579955,0.8161718744506024,0.8938666092642918,CD8 Naive,0.07579955
11178,Gefitinib,TLR2,0.22912054,0.10902535,0.8187752317823842,0.8955787122083394,CD8 Naive,0.10902535
11179,Gefitinib,PPOX,0.22851399,0.117476985,0.8192466869483881,0.8955787122083394,CD8 Naive,0.117476985
11180,Gefitinib,SMARCD2,0.21964048,0.14653361,0.8261511649765167,0.9000364789326332,CD8 Naive,0.14653361
11181,Gefitinib,FOSB,0.21936901,0.07646621,0.8263626068174725,0.9000364789326332,CD8 Naive,0.07646621
11182,Gefitinib,EPB41L2,0.21734999,0.07257781,0.8279355996073117,0.9009216579748983,CD8 Naive,0.07257781
11183,Gefitinib,STIMATE,0.20805232,0.086446695,0.8351881131319644,0.9038337114715779,CD8 Naive,0.086446695
11184,Gefitinib,MAST2,0.20674166,0.13698988,0.8362116224566696,0.9041156684408335,CD8 Naive,0.13698988
11185,Gefitinib,STXBP1,0.20121905,0.09142611,0.8405273002779088,0.9063010471604385,CD8 Naive,0.09142611
11186,Gefitinib,NR4A1,0.19589579,0.13764489,0.8446917326346842,0.9091259443908916,CD8 Naive,0.13764489
11187,Gefitinib,USP1,0.19492869,0.2231679,0.8454487685390402,0.9091259443908916,CD8 Naive,0.2231679
11188,Gefitinib,GNA11,0.19221404,0.09624957,0.8475745420190279,0.9092797592374536,CD8 Naive,0.09624957
11189,Gefitinib,LYRM1,0.1911494,0.06968465,0.8484085475341676,0.9092797592374536,CD8 Naive,0.06968465
11190,Gefitinib,KLRD1,0.18523656,0.16377166,0.8530434987422066,0.9095092837509855,CD8 Naive,0.16377166
11191,Gefitinib,OXCT1,0.18421856,0.13676763,0.8538419986157594,0.9095092837509855,CD8 Naive,0.13676763
11192,Gefitinib,FBXL12,0.18370108,0.05528601,0.8542479601813053,0.9095092837509855,CD8 Naive,0.05528601
11193,Gefitinib,SLC25A14,0.18228014,0.06606016,0.8553628888775784,0.9098788360143002,CD8 Naive,0.06606016
11194,Gefitinib,CDK7,0.17833541,0.057208586,0.8584595711281563,0.9111733613520868,CD8 Naive,0.057208586
11195,Gefitinib,PRKAG2,0.1732709,0.06116342,0.8624385000504052,0.9124380361517823,CD8 Naive,0.06116342
11196,Gefitinib,RAC2,0.1730164,0.22980107,0.8626385392332483,0.9124380361517823,CD8 Naive,0.22980107
11197,Gefitinib,TIMM17B,0.16760407,0.05200712,0.8668947712903075,0.9133646774029475,CD8 Naive,0.05200712
11198,Gefitinib,FRS2,0.15317826,0.052368864,0.8782577030636859,0.9226377465695637,CD8 Naive,0.052368864
11199,Gefitinib,HMGCR,0.14527608,0.09765793,0.884492894213743,0.9259046639958353,CD8 Naive,0.09765793
11200,Gefitinib,MSH2,0.13547367,0.14706202,0.8922373864911539,0.9323644647195921,CD8 Naive,0.14706202
11201,Gefitinib,CHEK2,0.12849192,0.102447025,0.8977596864933337,0.9362965380211479,CD8 Naive,0.102447025
11202,Gefitinib,CD40,0.12771995,0.09616206,0.8983706023038356,0.9362965380211479,CD8 Naive,0.09616206
11203,Gefitinib,DCUN1D4,0.11647113,0.14237581,0.907279168265504,0.9430928196444055,CD8 Naive,0.14237581
11204,Gefitinib,SMNDC1,0.114070356,0.23036253,0.9091820186287916,0.9434819585241164,CD8 Naive,0.23036253
11205,Gefitinib,CTSD,0.095754966,0.03141636,0.9237151830364295,0.9539353283843146,CD8 Naive,0.03141636
11206,Gefitinib,LPAR2,0.0896767,0.07631362,0.9285441307183575,0.9558261375618493,CD8 Naive,0.07631362
11207,Gefitinib,CEMIP2,0.088841096,0.08069471,0.9292081944905066,0.9558261375618493,CD8 Naive,0.08069471
11208,Gefitinib,EBP,0.08611373,0.038163416,0.931376012317396,0.9572251297451121,CD8 Naive,0.038163416
11209,Gefitinib,TCEAL4,0.082563475,0.03153291,0.9341986444593853,0.9587483238494562,CD8 Naive,0.03153291
11210,Gefitinib,CARMIL1,0.08017968,0.037589464,0.9360943550158826,0.9587483238494562,CD8 Naive,0.037589464
11211,Gefitinib,CCP110,0.07158188,0.14484245,0.9429346641256889,0.9626818203962726,CD8 Naive,0.14484245
11212,Gefitinib,ATF1,0.05939989,0.15598029,0.952633598580249,0.9698202872144287,CD8 Naive,0.15598029
11213,Gefitinib,TGFB3,0.041101467,0.01658305,0.96721500420277,0.9812926198461321,CD8 Naive,0.01658305
11214,Gefitinib,ATG7,0.03639325,0.0809308,0.9709687960079904,0.9825773042437819,CD8 Naive,0.0809308
11215,Gefitinib,ZNF589,0.034806877,0.05344768,0.9722337361398292,0.9830178987420628,CD8 Naive,0.05344768
11216,Gefitinib,CRTAP,0.03260971,0.018791499,0.9739858267351738,0.9831117586722153,CD8 Naive,0.018791499
11217,Gefitinib,RAD51C,0.031116653,0.029449074,0.9751765087155079,0.9833894941817318,CD8 Naive,0.029449074
11218,Gefitinib,CBX5,0.030183492,0.083878055,0.9759207132132629,0.9833894941817318,CD8 Naive,0.083878055
11219,Gefitinib,CSNK1A1,0.027816659,0.048552245,0.977808378959766,0.9844544851888893,CD8 Naive,0.048552245
11220,Gefitinib,SKIC8,0.02525895,0.052697375,0.9798484152169465,0.9849618485927134,CD8 Naive,0.052697375
11221,Gefitinib,PTTG2,0.024448799,0.015548982,0.9804946239748199,0.9849618485927134,CD8 Naive,0.015548982
11222,Gefitinib,CSNK2A2,0.020423485,0.14602211,0.9837055494885851,0.9870373210363873,CD8 Naive,0.14602211
11223,Gefitinib,MOK,0.009679417,-0.0039618695,0.9922770632527179,0.9939546237992145,CD8 Naive,0.0039618695
11224,Gefitinib,ITGA1,0.005861943,-0.008483082,0.99532287286535,0.99532287286535,CD8 Naive,0.008483082
11225,Gefitinib,CKAP5,-0.008466309,0.08243911,0.9932449437767908,0.9940838330874131,CD8 Naive,0.08243911
11226,Gefitinib,IDE,-0.011672987,0.007138887,0.9906865157114504,0.9932009484924439,CD8 Naive,0.007138887
11227,Gefitinib,HERPUD1,-0.02405857,0.07152678,0.9808058914256556,0.9849618485927134,CD8 Naive,0.07152678
11228,Gefitinib,TICAM2,-0.03278786,-0.027136924,0.9738437605453172,0.9831117586722153,CD8 Naive,0.027136924
11229,Gefitinib,ABCC2,-0.03676227,-0.01750402,0.9706745555816846,0.9825773042437819,CD8 Naive,0.01750402
11230,Gefitinib,STMN1,-0.038369853,0.05783171,0.9693927966794313,0.9825773042437819,CD8 Naive,0.05783171
11231,Gefitinib,CIAO3,-0.042865988,0.029242447,0.9658083603820341,0.9807051474316284,CD8 Naive,0.029242447
11232,Gefitinib,XPO7,-0.045024984,0.036231976,0.9640873956851521,0.9797972246028347,CD8 Naive,0.036231976
11233,Gefitinib,ATG5,-0.051141426,0.15950996,0.9592128273715346,0.975680000373621,CD8 Naive,0.15950996
11234,Gefitinib,SOX4,-0.06084205,-0.042136196,0.9514850017500552,0.9694838581890072,CD8 Naive,0.042136196
11235,Gefitinib,ATP6V1D,-0.06998278,0.077008,0.9442073668856081,0.9628964972112269,CD8 Naive,0.077008
11236,Gefitinib,PXMP2,-0.07126799,-0.066095605,0.9431844670717912,0.9626818203962726,CD8 Naive,0.066095605
11237,Gefitinib,NPRL2,-0.07262532,0.009193042,0.9421042785935759,0.9626818203962726,CD8 Naive,0.009193042
11238,Gefitinib,CD24,-0.07815641,-0.07273761,0.9377036325082969,0.9595671887066769,CD8 Naive,0.07273761
11239,Gefitinib,POLB,-0.08087106,0.01511458,0.9355444937093128,0.9587483238494562,CD8 Naive,0.01511458
11240,Gefitinib,FGFR1,-0.0809262,-0.029069647,0.9355006410603789,0.9587483238494562,CD8 Naive,0.029069647
11241,Gefitinib,PUF60,-0.09303184,0.2810647,0.9258782686438436,0.9540571724721345,CD8 Naive,0.2810647
11242,Gefitinib,POLA1,-0.09419405,-0.037998613,0.9249550146106139,0.9539353283843146,CD8 Naive,0.037998613
11243,Gefitinib,KLRB1,-0.094847254,-0.0943333,0.924436149695037,0.9539353283843146,CD8 Naive,0.0943333
11244,Gefitinib,TNFSF10,-0.09682386,-0.10664187,0.9228662746459072,0.9539353283843146,CD8 Naive,0.10664187
11245,Gefitinib,UBE3B,-0.10268156,0.041771382,0.9182157073083235,0.9502931119304483,CD8 Naive,0.041771382
11246,Gefitinib,MTFR1,-0.10940032,0.034352086,0.9128849828157558,0.9456020145425442,CD8 Naive,0.034352086
11247,Gefitinib,CLTC,-0.111631416,-0.091465056,0.911115659946816,0.9445949755354128,CD8 Naive,0.091465056
11248,Gefitinib,CAT,-0.11398977,0.024438579,0.9092459043329459,0.9434819585241164,CD8 Naive,0.024438579
11249,Gefitinib,GDPD5,-0.1182823,-0.05967053,0.9058439771587788,0.9424276671932861,CD8 Naive,0.05967053
11250,Gefitinib,GADD45B,-0.12148898,-0.019091727,0.9033037399802177,0.9406106606999631,CD8 Naive,0.019091727
