,,group,reference,name,stat,meanchange,pval,padj,cell_type
CD4 Naive,179,Baricitinib phosphate,DMSO control,Androgen,1.786576254831241,0.02810682877036752,0.0740060023584055,0.08634033608480643,CD4 Naive
CD4 Naive,180,Baricitinib phosphate,DMSO control,WNT,-0.3015925728145705,-0.0015395456724205392,0.7629626705486039,0.8216521067446503,CD4 Naive
CD4 Naive,181,Baricitinib phosphate,DMSO control,Hypoxia,0.05990213178405609,0.002291048073531199,0.9522335820278702,0.9522335820278702,CD4 Naive
CD4 Naive,182,Tofacitinib citrate,DMSO control,JAK-STAT,-39.207222490920294,-0.5870221869934114,0.0,0.0,CD4 Naive
CD4 Naive,183,Tofacitinib citrate,DMSO control,MAPK,22.88626488735448,0.30929475751494095,6.366705061685015e-116,4.456693543179511e-115,CD4 Naive
CD4 Naive,184,Tofacitinib citrate,DMSO control,EGFR,20.34771966421897,0.3001223171393801,4.8637984838269176e-92,2.269772625785895e-91,CD4 Naive
CD4 Naive,185,Tofacitinib citrate,DMSO control,TNFa,-12.389960051963333,-0.18185103671228342,2.9619091007137215e-35,1.0366681852498025e-34,CD4 Naive
CD4 Naive,186,Tofacitinib citrate,DMSO control,Estrogen,11.84300422281795,0.15143327850207866,2.3392089739459526e-32,6.549785127048667e-32,CD4 Naive
CD4 Naive,187,Tofacitinib citrate,DMSO control,p53,-10.060400894164271,-0.13251282298358724,8.266105106356839e-24,1.9287578581499292e-23,CD4 Naive
CD4 Naive,188,Tofacitinib citrate,DMSO control,Trail,9.710552552117033,0.1042767972908667,2.7185931254857867e-22,5.437186250971573e-22,CD4 Naive
CD4 Naive,189,Tofacitinib citrate,DMSO control,VEGF,9.685698692373824,0.13217670935072467,3.468288732009388e-22,6.06950528101643e-22,CD4 Naive
CD4 Naive,190,Tofacitinib citrate,DMSO control,TGFb,9.642367044259924,0.09675097966829538,5.295261407026821e-22,8.237073299819499e-22,CD4 Naive
CD4 Naive,191,Tofacitinib citrate,DMSO control,PI3K,9.08576402447496,0.14268544992913212,1.0297289376394628e-19,1.4416205126952478e-19,CD4 Naive
CD4 Naive,192,Tofacitinib citrate,DMSO control,NFkB,-7.532191268480713,-0.11424583200415939,4.989579641122111e-14,6.350374088700868e-14,CD4 Naive
CD4 Naive,193,Tofacitinib citrate,DMSO control,Androgen,4.444886115588088,0.06127294981546627,8.793843814416342e-06,1.02594844501524e-05,CD4 Naive
CD4 Naive,194,Tofacitinib citrate,DMSO control,WNT,2.487270784696798,0.02291787229810005,0.0128727376575308,0.01386294824657163,CD4 Naive
CD4 Naive,195,Tofacitinib citrate,DMSO control,Hypoxia,2.244172974899042,0.03798622671248464,0.02482127413808722,0.02482127413808722,CD4 Naive
CD4 Naive,196,Canertinib,DMSO control,JAK-STAT,32.17371617154607,0.4852076205736938,4.116095577980611e-227,5.7625338091728556e-226,CD4 Naive
CD4 Naive,197,Canertinib,DMSO control,NFkB,29.99998016278551,0.45340725576824936,9.8192762012391e-198,6.87349334086737e-197,CD4 Naive
CD4 Naive,198,Canertinib,DMSO control,Estrogen,26.32928300161229,0.33059273603359385,8.864345341560041e-153,4.13669449272802e-152,CD4 Naive
CD4 Naive,199,Canertinib,DMSO control,TNFa,21.42576732070985,0.3076995142871828,7.685801023601764e-102,2.6900303582606175e-101,CD4 Naive
CD4 Naive,200,Canertinib,DMSO control,Androgen,20.796451865273664,0.29046009485816193,4.660352690115621e-96,1.304898753232374e-95,CD4 Naive
CD4 Naive,201,Canertinib,DMSO control,p53,20.61943010687932,0.2679667876013909,1.8370962572580966e-94,4.2865579336022255e-94,CD4 Naive
CD4 Naive,202,Canertinib,DMSO control,EGFR,20.483969495236725,0.29249809819882433,2.992494511439491e-93,5.984989022878982e-93,CD4 Naive
CD4 Naive,203,Canertinib,DMSO control,Trail,14.80875552281324,0.15973845440917778,1.2859920103768328e-49,2.2504860181594576e-49,CD4 Naive
CD4 Naive,204,Canertinib,DMSO control,Hypoxia,-11.877837507121738,-0.20163453349965477,1.5430775379564077e-32,2.4003428368210787e-32,CD4 Naive
CD4 Naive,205,Canertinib,DMSO control,WNT,-9.706978808520912,-0.09500810749312016,2.815589972824078e-22,3.941825961953709e-22,CD4 Naive
CD4 Naive,206,Canertinib,DMSO control,MAPK,8.039788388364757,0.09279058308700172,8.99937478557725e-16,1.1453749727098319e-15,CD4 Naive
CD4 Naive,207,Canertinib,DMSO control,VEGF,3.992469397345858,0.04851595679982257,6.53887738504692e-05,7.62869028255474e-05,CD4 Naive
CD4 Naive,208,Canertinib,DMSO control,PI3K,-2.8684650951712345,-0.04983565100939091,0.0041246870744982445,0.004441970695613494,CD4 Naive
CD4 Naive,209,Canertinib,DMSO control,TGFb,0.4774018190315532,0.0026064542216697184,0.6330760191477219,0.6330760191477219,CD4 Naive
CD4 Naive,210,Afatinib,DMSO control,JAK-STAT,54.88248785550918,0.9375693224406513,0.0,0.0,CD4 Naive
CD4 Naive,211,Afatinib,DMSO control,EGFR,46.23254263913387,0.7195302198986773,0.0,0.0,CD4 Naive
CD4 Naive,212,Afatinib,DMSO control,Estrogen,37.087426331912305,0.4837851413415377,4.480443213126085e-301,2.09087349945884e-300,CD4 Naive
CD4 Naive,213,Afatinib,DMSO control,NFkB,33.06518101009172,0.5209591337768142,9.41345435840417e-240,3.2947090254414594e-239,CD4 Naive
CD4 Naive,214,Afatinib,DMSO control,PI3K,30.54136945757743,0.4844369889156731,7.362335364916011e-205,2.061453902176483e-204,CD4 Naive
CD4 Naive,215,Afatinib,DMSO control,MAPK,30.530168239453765,0.41005854927218754,1.0368589909391623e-204,2.4193376455247123e-204,CD4 Naive
CD4 Naive,216,Afatinib,DMSO control,Androgen,26.787595383938736,0.37559677756875687,4.507273531068582e-158,9.014547062137163e-158,CD4 Naive
CD4 Naive,217,Afatinib,DMSO control,VEGF,21.63556260652614,0.29731096867892015,8.312914544852553e-104,1.4547600453491967e-103,CD4 Naive
CD4 Naive,218,Afatinib,DMSO control,TNFa,19.910721036407317,0.2932963599229106,3.2855223383346664e-88,5.11081252629837e-88,CD4 Naive
CD4 Naive,219,Afatinib,DMSO control,Hypoxia,-15.953586916488943,-0.29051812636682794,2.689933202406227e-57,3.7659064833687175e-57,CD4 Naive
CD4 Naive,220,Afatinib,DMSO control,TGFb,14.023006572103707,0.1372070201503266,1.1273554082107372e-44,1.4348159740863927e-44,CD4 Naive
CD4 Naive,221,Afatinib,DMSO control,p53,6.486367288101436,0.08243608976822636,8.793066089907394e-11,1.025857710489196e-10,CD4 Naive
CD4 Naive,222,Afatinib,DMSO control,Trail,4.189340364595592,0.05223289125706665,2.797665098577253e-05,3.0128701061601184e-05,CD4 Naive
CD4 Naive,223,Afatinib,DMSO control,WNT,-1.0669042503981725,-0.014798972811002287,0.28601507532315984,0.28601507532315984,CD4 Naive
CD4 Naive,224,Baricitinib,DMSO control,JAK-STAT,-53.22578319654397,-0.8092463728580349,0.0,0.0,CD4 Naive
CD4 Naive,225,Baricitinib,DMSO control,MAPK,23.639065780527712,0.3282330627124499,1.5292498621914757e-123,1.0704749035340331e-122,CD4 Naive
CD4 Naive,226,Baricitinib,DMSO control,PI3K,19.799155708337135,0.3063155940231148,3.0272485888570268e-87,1.4127160081332793e-86,CD4 Naive
CD4 Naive,227,Baricitinib,DMSO control,EGFR,18.91956213190673,0.29330297218653234,7.870562986060896e-80,2.7546970451213136e-79,CD4 Naive
CD4 Naive,228,Baricitinib,DMSO control,Trail,-17.648082357542993,-0.18315521419919845,1.0527040292409655e-69,2.9475712818747033e-69,CD4 Naive
CD4 Naive,229,Baricitinib,DMSO control,TNFa,-10.236400241071333,-0.1505247078199874,1.3621033802628037e-24,3.1782412206132088e-24,CD4 Naive
CD4 Naive,230,Baricitinib,DMSO control,TGFb,9.716131457339168,0.0965130434426762,2.57374469931589e-22,5.14748939863178e-22,CD4 Naive
CD4 Naive,231,Baricitinib,DMSO control,NFkB,-7.030612644957155,-0.10345326967234858,2.0562863547857102e-12,3.5985011208749928e-12,CD4 Naive
CD4 Naive,232,Baricitinib,DMSO control,VEGF,5.7591838491669405,0.07531953073156084,8.452160477819461e-09,1.3147805187719163e-08,CD4 Naive
CD4 Naive,233,Baricitinib,DMSO control,p53,-4.7378837415846,-0.05784846132948673,2.1596164167499828e-06,3.0234629834499757e-06,CD4 Naive
CD4 Naive,234,Baricitinib,DMSO control,Estrogen,4.666903029574821,0.0628284331699156,3.057735475562057e-06,3.891663332533527e-06,CD4 Naive
CD4 Naive,235,Baricitinib,DMSO control,WNT,-1.8540536437749,-0.014761681146262084,0.06373148577608913,0.07435340007210399,CD4 Naive
CD4 Naive,236,Baricitinib,DMSO control,Hypoxia,1.395607966481129,0.02946941010338211,0.1628325821467953,0.17535816538885646,CD4 Naive
CD4 Naive,237,Baricitinib,DMSO control,Androgen,-0.20685251370099855,-0.005406355537494745,0.8361250429413261,0.8361250429413261,CD4 Naive
CD4 Central Memory,0,Tofacitinib,DMSO control,JAK-STAT,-16.5493839755743,-0.2698856657001881,1.6174923089860983e-61,2.2644892325805377e-60,CD4 Central Memory
CD4 Central Memory,1,Tofacitinib,DMSO control,EGFR,6.897928772875017,0.1313064707271574,5.276618935794155e-12,3.6936332550559085e-11,CD4 Central Memory
CD4 Central Memory,2,Tofacitinib,DMSO control,Hypoxia,6.815524513588793,0.13980279753973868,9.392045643494348e-12,4.2582306891868977e-11,CD4 Central Memory
CD4 Central Memory,3,Tofacitinib,DMSO control,MAPK,6.77822208599883,0.11073903266162732,1.216637339767685e-11,4.2582306891868977e-11,CD4 Central Memory
CD4 Central Memory,4,Tofacitinib,DMSO control,TGFb,4.188488488125901,0.04918915273295267,2.808185525891225e-05,7.86291947249543e-05,CD4 Central Memory
CD4 Central Memory,5,Tofacitinib,DMSO control,Androgen,4.004975298567888,0.06411985407649401,6.202396206625267e-05,0.00014472257815458957,CD4 Central Memory
CD4 Central Memory,6,Tofacitinib,DMSO control,TNFa,-3.889609335567174,-0.06382038462602369,0.00010040572484452522,0.00020081144968905044,CD4 Central Memory
CD4 Central Memory,7,Tofacitinib,DMSO control,PI3K,3.7218339429172786,0.05952693864345432,0.00019778107874762716,0.00034611688780834755,CD4 Central Memory
CD4 Central Memory,8,Tofacitinib,DMSO control,Trail,3.379675848861226,0.052691588458776306,0.0007257136574040684,0.0011288879115174397,CD4 Central Memory
CD4 Central Memory,9,Tofacitinib,DMSO control,Estrogen,3.131067838328295,0.045384138465404344,0.001741719222204014,0.0024384069110856194,CD4 Central Memory
CD4 Central Memory,10,Tofacitinib,DMSO control,VEGF,2.6462164654446605,0.04161967346316331,0.008139771045749452,0.01035970860368112,CD4 Central Memory
CD4 Central Memory,11,Tofacitinib,DMSO control,p53,-2.5693557168220638,-0.0414372106250247,0.010188781062176695,0.011886911239206144,CD4 Central Memory
CD4 Central Memory,12,Tofacitinib,DMSO control,WNT,1.0647817049411115,0.01394521207778232,0.2869747260394654,0.3090497049655781,CD4 Central Memory
CD4 Central Memory,13,Tofacitinib,DMSO control,NFkB,-0.5139000102473285,-0.009517760225409289,0.6073219003417187,0.6073219003417187,CD4 Central Memory
CD4 Central Memory,14,Ruxolitinib,DMSO control,JAK-STAT,-27.79556218279067,-0.4637219522923014,4.90801396952353e-170,6.871219557332942e-169,CD4 Central Memory
CD4 Central Memory,15,Ruxolitinib,DMSO control,MAPK,16.502243876903574,0.28405018849098296,3.535085512091405e-61,2.4745598584639835e-60,CD4 Central Memory
CD4 Central Memory,16,Ruxolitinib,DMSO control,EGFR,16.273626400541993,0.3248836608010015,1.5188967380545493e-59,7.0881847775878974e-59,CD4 Central Memory
CD4 Central Memory,17,Ruxolitinib,DMSO control,PI3K,16.03330756395642,0.2657420298364211,7.479359252494113e-58,2.6177757383729396e-57,CD4 Central Memory
CD4 Central Memory,18,Ruxolitinib,DMSO control,Trail,-7.951356589027898,-0.13264053209436016,1.8448009447064263e-15,5.165442645177993e-15,CD4 Central Memory
CD4 Central Memory,19,Ruxolitinib,DMSO control,Estrogen,7.049281736576197,0.11103190636641003,1.7984368902823302e-12,4.196352743992104e-12,CD4 Central Memory
CD4 Central Memory,20,Ruxolitinib,DMSO control,TGFb,6.212397872173879,0.07011761831363889,5.21820953762883e-10,1.043641907525766e-09,CD4 Central Memory
CD4 Central Memory,21,Ruxolitinib,DMSO control,NFkB,2.0064848291993753,0.03059487860384169,0.0448045457616185,0.07840795508283237,CD4 Central Memory
CD4 Central Memory,22,Ruxolitinib,DMSO control,p53,1.15411387038295,0.016519918047955606,0.2484534875287191,0.3864832028224519,CD4 Central Memory
CD4 Central Memory,23,Ruxolitinib,DMSO control,Hypoxia,0.7610374327482297,0.009561602312704753,0.44663470934602256,0.6252885930844315,CD4 Central Memory
CD4 Central Memory,24,Ruxolitinib,DMSO control,VEGF,0.6157598832025629,0.00870175867976597,0.5380530079807415,0.6847947374300346,CD4 Central Memory
CD4 Central Memory,25,Ruxolitinib,DMSO control,TNFa,-0.24388678351049,-0.004783145503057362,0.8073185053945765,0.8749097448469324,CD4 Central Memory
CD4 Central Memory,26,Ruxolitinib,DMSO control,WNT,-0.2373101458478327,-0.006564599698219542,0.8124161916435801,0.8749097448469324,CD4 Central Memory
CD4 Central Memory,27,Ruxolitinib,DMSO control,Androgen,-0.0457433918866677,0.0006955189414732388,0.9635147782634529,0.9635147782634529,CD4 Central Memory
CD4 Central Memory,28,NVP-BSK805 2HCl,DMSO control,JAK-STAT,-22.254277926947967,-0.39931983318595615,1.0253124796658563e-109,1.4354374715321987e-108,CD4 Central Memory
CD4 Central Memory,29,NVP-BSK805 2HCl,DMSO control,EGFR,21.758377237621684,0.42025594016144674,5.754909646759318e-105,4.028436752731523e-104,CD4 Central Memory
CD4 Central Memory,30,NVP-BSK805 2HCl,DMSO control,MAPK,19.181638361710583,0.31674172515620636,5.269355302765014e-82,2.4590324746236735e-81,CD4 Central Memory
CD4 Central Memory,31,NVP-BSK805 2HCl,DMSO control,Hypoxia,16.910819920531566,0.3552584670709602,3.744615767999571e-64,1.31061551879985e-63,CD4 Central Memory
CD4 Central Memory,32,NVP-BSK805 2HCl,DMSO control,NFkB,13.29549687797737,0.23501035350171895,2.458346948014783e-40,6.883371454441391e-40,CD4 Central Memory
CD4 Central Memory,33,NVP-BSK805 2HCl,DMSO control,TGFb,11.601613878235609,0.13777874128724907,4.043795183201493e-31,9.435522094136818e-31,CD4 Central Memory
CD4 Central Memory,34,NVP-BSK805 2HCl,DMSO control,Estrogen,9.663549713643105,0.1412787477013997,4.30676590835632e-22,8.61353181671264e-22,CD4 Central Memory
CD4 Central Memory,35,NVP-BSK805 2HCl,DMSO control,PI3K,9.215174147305067,0.14648303681942892,3.107734298156984e-20,5.438535021774722e-20,CD4 Central Memory
CD4 Central Memory,36,NVP-BSK805 2HCl,DMSO control,Androgen,7.490829274100263,0.12331292512750669,6.843979539734128e-14,1.0646190395141977e-13,CD4 Central Memory
CD4 Central Memory,37,NVP-BSK805 2HCl,DMSO control,TNFa,6.053470065474261,0.09312883608538813,1.417584249615242e-09,1.9846179494613386e-09,CD4 Central Memory
CD4 Central Memory,38,NVP-BSK805 2HCl,DMSO control,Trail,2.8053623720770955,0.04253576194174247,0.005026003997777455,0.00639673236080767,CD4 Central Memory
CD4 Central Memory,39,NVP-BSK805 2HCl,DMSO control,p53,1.3549704793008672,0.025874826611043122,0.17542696265318036,0.20466478976204378,CD4 Central Memory
CD4 Central Memory,40,NVP-BSK805 2HCl,DMSO control,WNT,1.2291865188762439,0.012713210206856784,0.21900188222645556,0.23584818085925982,CD4 Central Memory
CD4 Central Memory,41,NVP-BSK805 2HCl,DMSO control,VEGF,-0.7304053606503282,-0.015567279500663389,0.46514244261408333,0.46514244261408333,CD4 Central Memory
CD4 Central Memory,42,Gefitinib,DMSO control,JAK-STAT,26.650216458305415,0.48448546111554364,1.7793785599299186e-156,2.491129983901886e-155,CD4 Central Memory
CD4 Central Memory,43,Gefitinib,DMSO control,Androgen,10.798695903544044,0.17790192054487175,3.4912688049735266e-27,2.4438881634814686e-26,CD4 Central Memory
CD4 Central Memory,44,Gefitinib,DMSO control,Trail,6.712819982975183,0.10226158859165974,1.9089857166801433e-11,8.908600011174002e-11,CD4 Central Memory
CD4 Central Memory,45,Gefitinib,DMSO control,EGFR,5.588981384142303,0.07639811930282558,2.2840543488579995e-08,7.994190221002998e-08,CD4 Central Memory
CD4 Central Memory,46,Gefitinib,DMSO control,NFkB,4.709085694743062,0.09835656348481026,2.488304461938004e-06,6.9672524934264105e-06,CD4 Central Memory
CD4 Central Memory,47,Gefitinib,DMSO control,Estrogen,4.280205416388186,0.05435936564440347,1.86720890787666e-05,4.35682078504554e-05,CD4 Central Memory
CD4 Central Memory,48,Gefitinib,DMSO control,Hypoxia,3.4584184777975255,0.07473171319401306,0.0005433566837092008,0.0010867133674184017,CD4 Central Memory
CD4 Central Memory,49,Gefitinib,DMSO control,p53,3.1740824417044156,0.049499460637838055,0.0015031099066881424,0.0026304423367042493,CD4 Central Memory
CD4 Central Memory,50,Gefitinib,DMSO control,PI3K,2.862015734769839,0.05054955070918343,0.004209560078333249,0.0065482045662961655,CD4 Central Memory
CD4 Central Memory,51,Gefitinib,DMSO control,VEGF,2.259485823765756,0.04232251324207503,0.023853181148311937,0.03037091182350246,CD4 Central Memory
CD4 Central Memory,52,Gefitinib,DMSO control,MAPK,-2.2593300938171885,-0.04915793224244158,0.023862859289894792,0.03037091182350246,CD4 Central Memory
CD4 Central Memory,53,Gefitinib,DMSO control,WNT,-1.7204883617789832,-0.012452433879429181,0.08534370740545286,0.09956765863969501,CD4 Central Memory
CD4 Central Memory,54,Gefitinib,DMSO control,TGFb,0.6524708945102103,0.002235891685393676,0.5140974429892242,0.5536434001422414,CD4 Central Memory
CD4 Central Memory,55,Gefitinib,DMSO control,TNFa,0.06299007919643768,0.007239546116794671,0.9497744042880729,0.9497744042880729,CD4 Central Memory
CD4 Central Memory,56,Ruxolitinib phosphate,DMSO control,JAK-STAT,-28.614229204506245,-0.4806100553592236,4.469815588276322e-180,6.25774182358685e-179,CD4 Central Memory
CD4 Central Memory,57,Ruxolitinib phosphate,DMSO control,EGFR,21.941079304520358,0.45347644649008134,1.0537137037849213e-106,7.375995926494449e-106,CD4 Central Memory
CD4 Central Memory,58,Ruxolitinib phosphate,DMSO control,MAPK,20.3783234121165,0.3546952508091805,2.604235585629974e-92,1.2153099399606547e-91,CD4 Central Memory
CD4 Central Memory,59,Ruxolitinib phosphate,DMSO control,PI3K,16.276387817738247,0.26836793358758376,1.451901014060845e-59,5.081653549212958e-59,CD4 Central Memory
CD4 Central Memory,60,Ruxolitinib phosphate,DMSO control,Estrogen,10.062509800727076,0.1506336716837544,8.090893014134176e-24,2.265450043957569e-23,CD4 Central Memory
CD4 Central Memory,61,Ruxolitinib phosphate,DMSO control,TGFb,8.165956615391886,0.10507694987033848,3.1889787900078515e-16,7.440950510018321e-16,CD4 Central Memory
CD4 Central Memory,62,Ruxolitinib phosphate,DMSO control,Trail,-5.755771557250628,-0.09110124478021683,8.624695373802952e-09,1.7249390747605904e-08,CD4 Central Memory
CD4 Central Memory,63,Ruxolitinib phosphate,DMSO control,NFkB,4.512669318226462,0.09695728632185219,6.4016792082150185e-06,1.1202938614376283e-05,CD4 Central Memory
CD4 Central Memory,64,Ruxolitinib phosphate,DMSO control,VEGF,-3.0851448015955643,-0.061878507185280984,0.0020345307515458474,0.0031648256135157625,CD4 Central Memory
CD4 Central Memory,65,Ruxolitinib phosphate,DMSO control,Hypoxia,2.7820660561508403,0.07499392418446682,0.005401404504881887,0.007561966306834641,CD4 Central Memory
CD4 Central Memory,66,Ruxolitinib phosphate,DMSO control,TNFa,2.3619375941475322,0.04622109407681663,0.01817970221690451,0.02313780282151483,CD4 Central Memory
CD4 Central Memory,67,Ruxolitinib phosphate,DMSO control,WNT,2.231827738077693,0.022528777896443142,0.025626350304882348,0.029897408689029407,CD4 Central Memory
CD4 Central Memory,68,Ruxolitinib phosphate,DMSO control,p53,2.172769057827282,0.037444945797676876,0.029797703234772762,0.032089834252832204,CD4 Central Memory
CD4 Central Memory,69,Ruxolitinib phosphate,DMSO control,Androgen,0.36747828808935806,0.008431389896009112,0.7132622842943517,0.7132622842943517,CD4 Central Memory
CD4 Central Memory,70,Gefitinib hydrochloride,DMSO control,JAK-STAT,25.276016634997006,0.45805561992407956,5.863713687241881e-141,8.209199162138634e-140,CD4 Central Memory
CD4 Central Memory,71,Gefitinib hydrochloride,DMSO control,Androgen,11.597524018235234,0.18356564762780136,4.241732510974661e-31,2.969212757682263e-30,CD4 Central Memory
CD4 Central Memory,72,Gefitinib hydrochloride,DMSO control,Estrogen,6.561009386373876,0.08309392712683294,5.344475636971297e-11,2.4940886305866054e-10,CD4 Central Memory
CD4 Central Memory,73,Gefitinib hydrochloride,DMSO control,Trail,6.482258658737997,0.09954345107571239,9.035955359017914e-11,3.16258437565627e-10,CD4 Central Memory
CD4 Central Memory,74,Gefitinib hydrochloride,DMSO control,EGFR,6.26051634925724,0.0972135180291136,3.837048408994441e-10,1.0743735545184435e-09,CD4 Central Memory
CD4 Central Memory,75,Gefitinib hydrochloride,DMSO control,PI3K,4.762096241254686,0.07837031371949044,1.9159226477054067e-06,3.946795859622867e-06,CD4 Central Memory
CD4 Central Memory,76,Gefitinib hydrochloride,DMSO control,VEGF,4.756129615349653,0.08372697785922112,1.9733979298114335e-06,3.946795859622867e-06,CD4 Central Memory
CD4 Central Memory,77,Gefitinib hydrochloride,DMSO control,NFkB,4.202669108480718,0.08336919987559499,2.6378604604726114e-05,4.61625580582707e-05,CD4 Central Memory
CD4 Central Memory,78,Gefitinib hydrochloride,DMSO control,Hypoxia,4.016022350640822,0.07941796228398124,5.918864484303299e-05,9.207122531138465e-05,CD4 Central Memory
