,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type,drug,comparison,gene_set
50,prerank,Human T-cell leukemia virus 1 infection,0.3811806060913228,1.2268987228198958,0.1270440251572327,0.7471462052365012,0.998,24/83,18.77%,IL2RA;MYC;IL2RB;TNFRSF13C;ICAM1;TP53;CD4;CCND2;JAK3;STAT5A;TNFRSF1A;SLC25A4;RELB;IL15RA;NFKB2;POLB;CHEK2;STAT5B;CD40;CDK2;ITGB2;NFKBIA;LTA;ZFP36,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
51,prerank,Measles,0.384833002313879,1.2232390792096366,0.15808823529411764,0.7193722688184185,0.998,12/74,8.28%,IL2RA;IL2RB;STAT3;FAS;TP53;MX1;CCND2;JAK3;STAT5A;TLR2;IRF7;CASP8,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
52,prerank,Epstein-Barr virus infection,0.3764423332100393,1.2219216384537406,0.14478527607361963,0.6866927350817578,0.998,21/89,16.98%,DDB2;GADD45A;MYC;STAT3;FAS;ICAM1;TP53;CCND2;ISG15;JAK3;TLR2;IRF7;CASP8;RELB;NFKBIE;NFKB2;MAPK11;CD40;GADD45B;CDK2;NFKBIA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
53,prerank,Rheumatoid arthritis,-0.44912914309929847,-1.2189348205927963,0.209366391184573,0.32982099106218227,0.935,4/17,4.35%,JUN;CTSL;IL23A;ITGAL,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
54,prerank,Hematopoietic cell lineage,-0.400837948168369,-1.201780665370941,0.2,0.3480448699058989,0.947,9/26,13.31%,FLT3LG;ITGA5;CD3G;IL6R;CD5;CD3D;ITGA2;ITGA4;CD38,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
55,prerank,Hippo signaling pathway,-0.4252687043632546,-1.1932594494654118,0.20382165605095542,0.35340000150184286,0.956,3/19,2.56%,SMAD7;SMAD3;BIRC2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
56,prerank,Epithelial cell signaling in Helicobacter pylori infection,-0.4025431950949939,-1.1917869075250338,0.19822485207100593,0.3467667425744022,0.956,3/23,3.58%,JUN;SRC;MAPK13,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
57,prerank,Small cell lung cancer,0.4138749573664345,1.1868957599216285,0.22237762237762237,0.7774533154020675,0.999,5/41,4.01%,DDB2;GADD45A;MYC;TP53;ITGA6,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
58,prerank,AGE-RAGE signaling pathway in diabetic complications,-0.34580483988916916,-1.180818308426426,0.19557195571955718,0.354698587933414,0.959,12/43,14.85%,SMAD3;JUN;MAPK3;MAPK13;PIK3CA;AKT3;PLCB3;TGFBR2;BCL2;SMAD2;PIK3CD;COL1A1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
59,prerank,Amyotrophic lateral sclerosis (ALS),0.4892185224288783,1.1768695720042388,0.2795031055900621,0.7769962587792562,1.0,5/16,13.40%,TP53;MAP3K5;TNFRSF1A;CAT;MAPK11,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
60,prerank,cGMP-PKG signaling pathway,-0.3900654448519307,-1.1706408004080868,0.25483870967741934,0.3642519764592963,0.962,10/25,23.29%,MAPK3;PIK3CG;AKT3;PLCB3;NFATC3;MAP2K2;CREB1;RHOA;ATF6B;CALM3,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
61,prerank,IL-17 signaling pathway,-0.36886578924946867,-1.166744065121078,0.23255813953488372,0.3621542466845446,0.963,4/30,4.01%,JUN;MAPK3;MAPK13;IL17RA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
62,prerank,Cushing syndrome,-0.403134169010264,-1.164682537046025,0.22988505747126436,0.3568848619996608,0.963,11/23,26.11%,MAPK3;CDK6;PLCB3;MAP2K2;CREB1;PRKACA;ATF6B;CDKN1A;CDKN1B;GSK3B;MAP2K1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
63,prerank,Glioma,0.43581063688728944,1.1605267642497745,0.2630098452883263,0.8016951019086347,1.0,3/27,2.99%,DDB2;GADD45A;TP53,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
64,prerank,B cell receptor signaling pathway,-0.3495843845693208,-1.154753563571053,0.20723684210526316,0.36552117494403535,0.969,10/36,13.48%,JUN;MAPK3;PTPN6;PIK3CA;AKT3;VAV3;NFATC3;MAP2K2;PIK3CD;CHUK,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
65,prerank,Neurotrophin signaling pathway,-0.32005381488681955,-1.1371957066473157,0.212,0.3864905017439684,0.974,11/51,13.91%,JUN;MAPK3;MAPK13;PIK3CA;IRAK2;MAP3K1;AKT3;BCL2;MAP2K2;PIK3CD;ABL1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
66,prerank,T cell receptor signaling pathway,-0.3095062578081639,-1.1347088099852796,0.18454935622317598,0.38248198945327083,0.976,14/62,13.48%,LAT;JUN;CD3G;MAPK3;PTPN6;MAPK13;PIK3CA;AKT3;VAV3;CD3D;NFATC3;MAP2K2;PIK3CD;CHUK,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
67,prerank,Apoptosis,0.36270161550345137,1.1225635587358822,0.27002583979328165,0.9049677134556355,1.0,16/61,17.32%,GADD45A;FAS;TP53;MAP3K5;BCL2A1;TNFRSF1A;TNFSF10;CASP10;CASP8;CTSD;PMAIP1;GADD45B;TNFRSF10B;CTSW;NFKBIA;CASP2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
68,prerank,Hepatitis C,0.35781948836515987,1.101118045320854,0.3095541401273885,0.9466848545822255,1.0,12/59,16.98%,MYC;STAT3;FAS;TP53;MX1;TNFRSF1A;IRF7;CASP8;CD81;TICAM1;CDK2;NFKBIA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
69,prerank,Pancreatic cancer,0.37918711915009595,1.0919232413720985,0.3347222222222222,0.9417983964520733,1.0,4/42,2.99%,DDB2;GADD45A;STAT3;TP53,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
70,prerank,Viral carcinogenesis,0.34793396376059954,1.0844919529922905,0.32333767926988266,0.9321658794756763,1.0,15/61,16.98%,STAT3;CDK1;TP53;CCND2;JAK3;STAT5A;IRF7;CASP8;REL;NFKB2;POLB;PMAIP1;STAT5B;CDK2;NFKBIA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
71,prerank,RIG-I-like receptor signaling pathway,0.38803432259175735,1.0827563654223333,0.361731843575419,0.9036753391484473,1.0,8/32,16.98%,ISG15;CASP10;IRF7;CASP8;TANK;MAPK11;IFIH1;NFKBIA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
72,prerank,Amoebiasis,-0.3917919199124822,-1.080254544238507,0.3400576368876081,0.4762127536671158,0.988,7/17,15.87%,PTK2;PIK3CA;ARG2;PLCB3;PIK3CD;COL1A1;PRKACA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
73,prerank,Protein processing in endoplasmic reticulum,0.3968675984717779,1.0763580150765302,0.3651226158038147,0.8926012263460548,1.0,12/27,34.73%,MAP3K5;NFE2L2;XBP1;UBQLN2;HERPUD1;ERO1A;HYOU1;PDIA4;ATF6;RPN1;EDEM1;HSPA8,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
74,prerank,Thyroid hormone signaling pathway,0.3887031944716911,1.073638517511277,0.3615819209039548,0.8703709669254523,1.0,4/31,3.24%,MYC;NOTCH1;TP53;HIF1A,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
75,prerank,Gastric cancer,0.37415770779583146,1.0732066367932291,0.3576341127922971,0.8423739079551171,1.0,4/39,2.99%,DDB2;GADD45A;MYC;TP53,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
76,prerank,Kaposi sarcoma-associated herpesvirus infection,0.33040899314158856,1.068997620950478,0.34880803011292344,0.8284307702904846,1.0,11/79,8.28%,MYC;STAT3;FAS;ICAM1;TP53;HIF1A;IFNGR1;TNFRSF1A;IRF7;GNB5;CASP8,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
77,prerank,Leishmaniasis,-0.3488223032919905,-1.068254759547356,0.33762057877813506,0.48976099769074966,0.989,4/29,3.58%,JUN;MAPK3;PTPN6;MAPK13,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
78,prerank,cAMP signaling pathway,-0.3254759300966935,-1.0666253581822016,0.34375,0.4826349422848627,0.989,10/34,15.87%,JUN;MAPK3;PIK3CA;TIAM1;AKT3;VAV3;MAP2K2;PIK3CD;CREB1;PRKACA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
79,prerank,Acute myeloid leukemia,0.381741192534216,1.052888224463356,0.41631504922644164,0.8486295542506339,1.0,4/31,5.63%,MYC;STAT3;BCL2A1;STAT5A,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
80,prerank,Progesterone-mediated oocyte maturation,-0.3476724228153325,-1.0511039435286886,0.36012861736334406,0.5030704257151827,0.991,7/24,15.87%,MAPK3;MAPK13;PIK3CA;STK10;AKT3;PIK3CD;PRKACA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
81,prerank,Glucagon signaling pathway,-0.38980066100762073,-1.0477837026939625,0.3740053050397878,0.4997418605238564,0.991,8/16,27.13%,AKT3;PLCB3;CREB1;PRKACA;EP300;CALM3;PHKB;PRKAG2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
82,prerank,Huntington disease,0.4219637026230687,1.0471998676238912,0.41901931649331353,0.8395276150514372,1.0,3/19,8.28%,TP53;SLC25A4;CASP8,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
83,prerank,Chronic myeloid leukemia,0.35502420388777767,1.0438541354930053,0.3978494623655914,0.8240858889110982,1.0,5/46,5.63%,DDB2;GADD45A;MYC;TP53;STAT5A,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
84,prerank,NOD-like receptor signaling pathway,-0.28307169479811056,-1.0424099275379781,0.36036036036036034,0.501494447391242,0.992,13/60,14.08%,JUN;MAPK3;BIRC2;TXNIP;MAPK13;OAS1;IFNAR2;PLCB3;TP53BP1;BCL2;TRAF3;CHUK;TAB1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
85,prerank,MicroRNAs in cancer,0.3542635092551486,1.0408763905840681,0.42538354253835425,0.8081705562554354,1.0,6/45,4.69%,MYC;STAT3;NOTCH1;DDIT4;TP53;CCND2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
86,prerank,PI3K-Akt signaling pathway,0.32952548719333224,1.03936992552467,0.4,0.7897747299188644,1.0,11/73,8.11%,IL2RA;MYC;IL2RB;DDIT4;TP53;ITGA6;CCND2;JAK3;TLR2;FLT1;GNB5,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
87,prerank,Vascular smooth muscle contraction,-0.3796452014107017,-1.0368601323545408,0.4057971014492754,0.5025190262744252,0.992,9/17,28.75%,MAPK3;PLCB3;PRKCH;MAP2K2;PRKACA;RHOA;CALM3;MAP2K1;RAF1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
88,prerank,Central carbon metabolism in cancer,0.40207903050686067,1.0352916233167826,0.40895953757225434,0.7790739131990966,1.0,3/22,3.24%,MYC;TP53;HIF1A,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
89,prerank,MAPK signaling pathway,0.3215251290657983,1.0315734350852954,0.41656050955414015,0.7685075571207891,1.0,16/79,16.55%,GADD45A;MYC;FAS;TP53;MAP3K5;DUSP3;TNFRSF1A;FLT1;RELB;DUSP2;NFKB2;MAPK11;HSPB1;GADD45B;MAP4K4;STMN1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
90,prerank,Hepatitis B,0.31215487314216156,1.0285289464212986,0.3978102189781022,0.7565759600479185,1.0,12/92,8.28%,DDB2;MYC;STAT3;FAS;TP53;JAK3;STAT5A;TLR2;CASP10;IRF7;STAT4;CASP8,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
91,prerank,mTOR signaling pathway,-0.32392180028814666,-1.0282082993548258,0.4031746031746032,0.5102779695976263,0.993,8/28,13.48%,MAPK3;PIK3CA;AKT3;MTOR;MAP2K2;CAB39;PIK3CD;CHUK,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
92,prerank,Gap junction,-0.3781642123177656,-1.027137205884393,0.43059490084985835,0.5027367798704718,0.994,5/15,15.87%,MAPK3;SRC;PLCB3;MAP2K2;PRKACA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
93,prerank,Th1 and Th2 cell differentiation,0.338302792061119,1.0166998866512964,0.4348993288590604,0.7689530741512591,1.0,11/49,13.57%,IL2RA;IL2RB;NOTCH1;CD4;JAK3;STAT5A;IFNGR1;STAT4;NFKBIE;MAPK11;STAT5B,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
94,prerank,Endocytosis,0.36796364675461174,1.0136660119262628,0.45734265734265733,0.7585083163297627,1.0,3/31,3.33%,IL2RA;IL2RB;KIF5C,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
95,prerank,TNF signaling pathway,0.335691638003633,1.0128941123109585,0.4457831325301205,0.7423206714545297,1.0,9/52,8.62%,FAS;ICAM1;MAP3K5;JUNB;TNFRSF1A;CASP10;CEBPB;CASP8;IL18R1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
96,prerank,Prostate cancer,-0.299191693997383,-1.0001906139801209,0.41,0.5506191719421999,0.996,9/37,15.70%,MAPK3;PIK3CA;AKT3;MTOR;BCL2;MAP2K2;PIK3CD;CHUK;CREB1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
97,prerank,Sphingolipid signaling pathway,-0.29097589186436923,-0.9962010058127749,0.44244604316546765,0.5489451065718399,0.996,11/42,15.44%,MAPK3;MAPK13;PIK3CA;GAB2;AKT3;PLCB3;PPP2R5E;BCL2;MAP2K2;PIK3CD;S1PR1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
98,prerank,Colorectal cancer,0.33617031276284454,0.9911945781960446,0.4808743169398907,0.7757129074793003,1.0,4/48,2.99%,DDB2;GADD45A;MYC;TP53,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
99,prerank,NF-kappa B signaling pathway,0.33757275940854087,0.9882237742212594,0.4986301369863014,0.7647319316210281,1.0,13/45,19.03%,TNFRSF13C;ICAM1;LY96;BCL2A1;TNFRSF1A;RELB;NFKB2;TICAM1;CD40;GADD45B;NFKBIA;LTA;TICAM2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
100,prerank,Autophagy,-0.28787651836466377,-0.9870066148342502,0.4696969696969697,0.5594732455143314,0.998,9/44,13.40%,CTSL;MAPK3;PIK3CA;AKT3;MTOR;BCL2;MAP2K2;ATG7;PIK3CD,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
101,prerank,Human immunodeficiency virus 1 infection,-0.25704979541397316,-0.9861857984099142,0.5073170731707317,0.5516335565641443,0.998,17/80,14.59%,JUN;CD3G;MAPK3;PTK2;MAPK13;PIK3CA;AKT3;MTOR;CD3D;NFATC3;BCL2;MAP2K2;CXCR4;PIK3CD;CHUK;TAB1;TNFRSF1B,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
102,prerank,Osteoclast differentiation,-0.2716346970644815,-0.9753139584900882,0.49491525423728816,0.5644374748755174,0.998,12/51,14.08%,JUN;MAPK3;SIRPG;MAPK13;PIK3CA;GAB2;IFNAR2;AKT3;TGFBR2;PIK3CD;CHUK;TAB1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
103,prerank,Cellular senescence,0.3207722864959473,0.9741669630221409,0.5236220472440944,0.7806527117617469,1.0,12/53,16.30%,GADD45A;MYC;CDK1;TP53;CCND2;SLC25A4;RHEB;CHEK2;MAPK11;GADD45B;CDK2;SQSTM1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
104,prerank,Th17 cell differentiation,0.3110933770892727,0.9625362151107761,0.5218543046357615,0.7890595324867312,1.0,9/60,5.89%,IL2RA;IL2RB;STAT3;HIF1A;IL21R;CD4;JAK3;STAT5A;IFNGR1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
105,prerank,Adipocytokine signaling pathway,0.3652157986352281,0.9597506093009405,0.5302593659942363,0.7783899997881274,1.0,6/23,23.46%,STAT3;TNFRSF1A;NFKBIE;NFKBIA;RELA;PCK2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
106,prerank,Insulin resistance,0.3532704503401443,0.9540018841864314,0.5414201183431953,0.7741270057181574,1.0,9/26,25.17%,STAT3;PTPN1;TNFRSF1A;NFKBIA;RELA;FOXO1;PCK2;NR1H2;PRKCD,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
107,prerank,Toll-like receptor signaling pathway,-0.26877526421476305,-0.9524652224552476,0.525691699604743,0.6029787914761773,0.999,11/49,14.08%,JUN;MAPK3;MAPK13;PIK3CA;IFNAR2;AKT3;MAP2K2;TRAF3;PIK3CD;CHUK;TAB1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
108,prerank,Non-alcoholic fatty liver disease (NAFLD),0.34602561438609797,0.9427820395954483,0.5412445730824892,0.7830774971344263,1.0,5/30,9.90%,FAS;MAP3K5;TNFRSF1A;CASP8;XBP1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
109,prerank,Chemokine signaling pathway,-0.2625633487873782,-0.9424400089781938,0.5909090909090909,0.6137891083873591,0.999,17/56,17.41%,MAPK3;SRC;PTK2;PIK3CG;PIK3CA;TIAM1;CXCR3;AKT3;VAV3;PLCB3;CCR4;CXCR4;PIK3CD;CHUK;PRKACA;FOXO3;STAT1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
110,prerank,Toxoplasmosis,0.3096502168851636,0.9385577513460054,0.5677852348993289,0.7765820406738597,1.0,10/52,14.51%,STAT3;LY96;ITGA6;IFNGR1;TNFRSF1A;TLR2;CASP8;SOCS1;MAPK11;CD40,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
111,prerank,Herpes simplex virus 1 infection,-0.24374653384614067,-0.935179750521368,0.6632124352331606,0.6192365322519536,0.999,15/69,14.68%,ITGA5;BIRC2;SRC;PIK3CA;OAS1;POU2F2;IFNAR2;AKT3;MTOR;BCL2;TRAF3;PIK3CD;CHUK;TAB1;DAXX,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
112,prerank,FoxO signaling pathway,0.3070349583272124,0.9198912158949096,0.6002747252747253,0.8009393986423529,1.0,6/51,8.36%,GADD45A;BCL6;STAT3;CCND2;TNFSF10;CAT,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
113,prerank,Wnt signaling pathway,0.33959321909757617,0.9196717502556027,0.594311377245509,0.7860679829774061,1.0,4/29,8.02%,MYC;TP53;CCND2;RUVBL1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
114,prerank,Leukocyte transendothelial migration,-0.30418464973004256,-0.9196605914948875,0.580441640378549,0.6415503282973162,0.999,10/26,13.40%,PTK2;MAPK13;PIK3CA;ITGAL;PECAM1;VAV3;CTNND1;CXCR4;ITGA4;PIK3CD,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
115,prerank,Ubiquitin mediated proteolysis,0.374367446140599,0.9055142789848027,0.5996978851963746,0.7995572839439693,1.0,4/18,21.84%,DDB2;SOCS1;KLHL9;KEAP1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
116,prerank,Inflammatory bowel disease (IBD),0.34201399616210254,0.8967919771471087,0.6246376811594203,0.8018167383575097,1.0,6/24,8.62%,STAT3;IL21R;IFNGR1;TLR2;STAT4;IL18R1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
117,prerank,Alzheimer disease,-0.29475647859877463,-0.8952236040315117,0.6178343949044586,0.680557134197166,0.999,2/24,2.13%,CDK5R1;MAPK3,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
118,prerank,DNA replication,0.36210018260085003,0.8813510102070122,0.6229007633587786,0.8170277340436155,1.0,2/17,6.91%,MCM6;RFC2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
119,prerank,Signaling pathways regulating pluripotency of stem cells,0.30601273641492743,0.8659465886945564,0.6596931659693166,0.8321255516137406,1.0,6/34,13.40%,MYC;STAT3;JAK3;ID2;ACVR1B;MAPK11,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
120,prerank,Human papillomavirus infection,0.2626854141155773,0.8567288887322677,0.7114914425427873,0.8346516127603036,1.0,10/82,10.15%,NOTCH1;FAS;TP53;ITGA6;MX1;CCND2;ISG15;TNFRSF1A;CASP8;RHEB,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
121,prerank,HIF-1 signaling pathway,0.31108159737918284,0.8390699823231363,0.7019089574155654,0.8532972064820181,1.0,4/28,6.57%,STAT3;HIF1A;IFNGR1;FLT1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
122,prerank,Natural killer cell mediated cytotoxicity,0.2856667315825292,0.8369440800459457,0.7133333333333334,0.8427004708958261,1.0,5/44,6.66%,VAV1;FAS;ICAM1;IFNGR1;TNFSF10,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
123,prerank,Influenza A,0.2720233135474776,0.836601991198044,0.7484035759897829,0.8293402047038775,1.0,12/59,16.98%,FAS;ICAM1;MX1;IFNGR1;TNFRSF1A;TNFSF10;IRF7;MAPK11;TICAM1;TNFRSF10B;IFIH1;NFKBIA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
124,prerank,Viral myocarditis,0.3386005197355158,0.8169557027853773,0.7298850574712644,0.8485958058542744,1.0,4/18,16.72%,ICAM1;CASP8;CD40;ITGB2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
125,prerank,Cytosolic DNA-sensing pathway,0.3270054419089654,0.7962375536864025,0.7537091988130564,0.8690582674516066,1.0,9/16,42.15%,IRF7;NFKBIA;AIM2;RELA;NFKB1;IRF3;CCL5;IKBKB;NFKBIB,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
126,prerank,Prolactin signaling pathway,0.2842187428279554,0.794402600536396,0.7787114845938375,0.8579059625369515,1.0,7/34,15.53%,STAT3;CCND2;STAT5A;SOCS1;MAPK11;STAT5B;SOCS2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
127,prerank,Human cytomegalovirus infection,0.2430752535062015,0.7830842072383563,0.8664122137404581,0.8616344806434724,1.0,8/74,10.15%,MYC;STAT3;FAS;TP53;TNFRSF1A;GNB5;CASP8;RHEB,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
128,prerank,Tuberculosis,0.24867579179075783,0.7761975186682502,0.8445322793148881,0.8581538429950795,1.0,15/62,21.16%,IFNGR1;TNFRSF1A;TLR2;CASP10;CEBPB;CASP8;HSPD1;CTSD;RFX5;MAPK11;LAMP2;ITGB2;TLR1;ATP6V0B;RELA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
129,prerank,Mitophagy,-0.26746217989648297,-0.7702380995387744,0.8090909090909091,0.8882702556719378,0.999,2/20,3.16%,JUN;SRC,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
130,prerank,Insulin signaling pathway,-0.21680102750579117,-0.7396677458570814,0.8718861209964412,0.9126500283581439,0.999,14/38,27.13%,MAPK3;PIK3CA;AKT3;MTOR;MAP2K2;PIK3CD;PRKACA;CALM3;SHC1;GSK3B;PHKB;MAP2K1;PIK3CB;PRKAG2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
131,prerank,Longevity regulating pathway,-0.23860339893090404,-0.7349747334499027,0.8929765886287625,0.9036683672642319,0.999,8/27,16.72%,PIK3CA;AKT3;MTOR;PIK3CD;SESN1;CREB1;PRKACA;FOXO3,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
132,prerank,Dopaminergic synapse,-0.25359074993829145,-0.7246741240457149,0.874251497005988,0.9004319163446238,0.999,6/22,15.87%,MAPK13;AKT3;PLCB3;PPP2R5E;CREB1;PRKACA,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
133,prerank,Antigen processing and presentation,0.29064641565081584,0.7126758618770752,0.8557993730407524,0.9247768779998862,1.0,3/18,11.86%,CD4;LGMN;RFX5,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
134,prerank,Thermogenesis,0.24619633833190974,0.6110478578554425,0.9495268138801262,0.9915150811250854,1.0,3/19,13.40%,MAP3K5;RHEB;MAPK11,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
135,prerank,RNA transport,0.23386368654861892,0.552727808287804,0.9639097744360903,0.9987887639323096,1.0,6/17,31.66%,TACC3;NUP62;RANGAP1;EIF5;RPP38;RNPS1,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
136,prerank,Alcoholism,0.19987282677829116,0.512195905674207,0.984779299847793,0.9918796004475973,1.0,6/20,28.24%,ADORA2A;GNB5;HAT1;FOSB;GNAI2;ATF2,CD4 Naive,Canertinib,Canertinib vs. DMSO control,KEGG
0,prerank,Oxytocin signaling pathway,-0.653692292302517,-1.9744354179631278,0.0,0.022298646549811407,0.012,13/25,18.26%,JUN;PIK3CG;MAPK3;SRC;PLCB3;NFATC3;CD38;MAP2K1;PRKACA;RHOA;CALM3;MAP2K2;CDKN1A,CD4 Naive,Canertinib dihydrochloride,Canertinib dihydrochloride vs. DMSO control,KEGG
1,prerank,Relaxin signaling pathway,-0.5575507902155632,-1.908885697478979,0.0,0.03066063900599068,0.029,15/39,13.57%,SMAD3;JUN;MAPK13;MAPK3;PIK3CA;SRC;AKT3;PLCB3;COL1A1;TGFBR2;PIK3CD;MAP2K1;CREB1;PRKACA;SMAD2,CD4 Naive,Canertinib dihydrochloride,Canertinib dihydrochloride vs. DMSO control,KEGG
2,prerank,Platelet activation,-0.649818767168395,-1.9049349065653536,0.0,0.021679239701205534,0.031,15/22,20.22%,MAPK13;PIK3CG;MAPK3;PIK3CA;SRC;AKT3;PLCB3;COL1A1;ITGA2;PIK3CD;PRKACA;RHOA;ITGB1;FYN;PIK3CB,CD4 Naive,Canertinib dihydrochloride,Canertinib dihydrochloride vs. DMSO control,KEGG
3,prerank,Phospholipase D signaling pathway,-0.5890800734180113,-1.854858639457628,0.0,0.024621422232083426,0.047,16/28,20.48%,PIK3CG;MAPK3;PIK3CA;AKT3;GAB2;PLCB3;RALA;MTOR;PIK3CD;MAP2K1;RHOA;MAP2K2;RALGDS;FYN;PIK3CB;PTK2B,CD4 Naive,Canertinib dihydrochloride,Canertinib dihydrochloride vs. DMSO control,KEGG
4,prerank,GnRH signaling pathway,-0.5953737776885424,-1.8271039141293264,0.003401360544217687,0.028616596405591305,0.062,10/25,17.06%,JUN;MAPK13;MAPK3;MAP3K1;SRC;PLCB3;MAP2K1;PRKACA;CALM3;MAP2K2,CD4 Naive,Canertinib dihydrochloride,Canertinib dihydrochloride vs. DMSO control,KEGG
