,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type,drug,comparison,gene_set
0,prerank,"Parathyroid hormone synthesis, secretion and action",-0.6430196385719635,-1.9275660667363972,0.0,0.02976448972774344,0.027,13/20,24.52%,RXRA;GNA11;GATA3;MAP2K1;BCL2;EGR1;PLCB3;CREB1;CDKN1A;PRKACA;MAPK1;BRAF;MAPK3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
1,prerank,JAK-STAT signaling pathway,0.5977026274153745,1.7272264050713364,0.0,0.17127076666812782,0.133,20/55,15.16%,IL2RB;MYC;STAT3;JAK3;SOCS1;IL2RA;STAT1;IL12RB2;IL15RA;IFNGR1;STAT2;SOCS2;IL6R;STAT5A;OSM;JAK2;PIM1;AKT2;CCND2;IL6ST,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
2,prerank,Rheumatoid arthritis,-0.5062250940765963,-1.5473982577333478,0.04296875,0.41449807917153836,0.403,10/23,13.25%,IL23A;ITGAL;CD80;CSF1;TNF;JUN;TGFB3;TGFB1;LTB;TNFSF13,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
3,prerank,Chemokine signaling pathway,0.5135951608307623,1.5022414323938413,0.01152073732718894,1.0,0.751,17/65,14.05%,VAV1;STAT3;JAK3;STAT1;STAT2;CXCR6;CCR5;CCL27;CXCR5;ITK;RAC2;TIAM1;JAK2;CCL20;CCR2;AKT2;CXCL16,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
4,prerank,Malaria,-0.5403147347689418,-1.4932668044350912,0.03257328990228013,0.39208284616669453,0.498,7/15,11.35%,CD40LG;ITGAL;CR1;TNF;TGFB3;TGFB1;PECAM1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
5,prerank,Th1 and Th2 cell differentiation,0.5119243613912526,1.4754033004276017,0.023557126030624265,1.0,0.81,12/51,11.75%,IL2RB;NOTCH1;JAK3;IL2RA;STAT1;PRKCQ;IL12RB2;IFNGR1;MAF;STAT5A;MAPK11;JAK2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
6,prerank,Central carbon metabolism in cancer,0.595502331558173,1.475020248891372,0.034482758620689655,0.9249594529434971,0.81,3/22,2.46%,MYC;HK1;HIF1A,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
7,prerank,Insulin resistance,0.5553975050448063,1.4534983147556957,0.054474708171206226,0.8972252662955332,0.86,5/27,7.62%,STAT3;PTPN1;PRKCQ;TNFRSF1A;FOXO1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
8,prerank,Pertussis,-0.4174610418666578,-1.4445167725596333,0.025510204081632654,0.4018206113245365,0.596,8/35,9.60%,IL23A;NLRP3;ITGA5;TNF;NFKB1;JUN;ITGB1;MAPK14,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
9,prerank,Pathways in cancer,0.45105248664581765,1.4349500669676383,0.01263157894736842,0.877762679174155,0.89,35/145,15.56%,IL2RB;MYC;NOTCH1;STAT3;JAK3;IL2RA;STAT1;HIF1A;ITGA2;IL12RB2;IL15RA;IFNGR1;RUNX1;FAS;STAT2;CASP8;IL6R;FOXO1;RAC2;MSH6;STAT5A;LEF1;DDB2;TXNRD1;JAK2;CCNE2;CDK2;ITGA6;PIM1;AKT2;CCND2;RALB;IL6ST;ITGA3;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
10,prerank,Thyroid hormone signaling pathway,0.5374063859065157,1.4230750250929423,0.05859375,0.8310524700828475,0.919,5/32,7.62%,MYC;NOTCH1;STAT1;HIF1A;FOXO1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
11,prerank,MicroRNAs in cancer,0.49785354510270363,1.4079585485818071,0.05819477434679335,0.8165771709113225,0.931,5/46,1.67%,MYC;NOTCH1;STAT3;SOCS1;DDIT4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
12,prerank,Relaxin signaling pathway,-0.39448634124124043,-1.4033401629374762,0.022988505747126436,0.41273425755804244,0.666,17/40,25.40%,SMAD3;MAP2K1;NFKB1;JUN;MAPK14;TGFB1;COL1A1;PLCB3;CREB1;PRKACA;VEGFB;MAPK1;PIK3CA;NFKBIA;MAPK3;MAPK13;TGFBR2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
13,prerank,Prolactin signaling pathway,0.5185405223453443,1.3887512001843934,0.06329113924050633,0.8440275281637662,0.945,9/34,14.60%,STAT3;SOCS1;STAT1;SOCS2;STAT5A;MAPK11;JAK2;AKT2;CCND2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
14,prerank,Kaposi sarcoma-associated herpesvirus infection,0.4607415648229451,1.3856217044545276,0.03756906077348066,0.7776276684346646,0.945,23/81,21.19%,MYC;STAT3;STAT1;HIF1A;TNFRSF1A;IFNGR1;FAS;STAT2;IRF7;CASP8;CCR5;ICAM1;ZFP36;MAPK11;JAK2;AKT2;IL6ST;CDK4;BECN1;BAX;CCR8;PIK3C3;HRAS,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
15,prerank,Leukocyte transendothelial migration,0.544252643187662,1.3806601036753354,0.07984790874524715,0.7346241975269284,0.95,6/27,10.24%,VAV1;TXK;ICAM1;ITK;RAC2;MAPK11,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
16,prerank,GnRH signaling pathway,-0.44125781839155864,-1.3752454735023645,0.08898305084745763,0.4060464339402038,0.71,12/25,24.92%,GNA11;MAP3K1;MAP2K1;JUN;MAPK14;EGR1;PLCB3;PRKACA;MAPK1;MAP3K4;MAPK3;MAPK13,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
17,prerank,Signaling pathways regulating pluripotency of stem cells,0.5130492624888043,1.3745310009514542,0.07277289836888332,0.7037347126638319,0.954,9/34,16.11%,MYC;STAT3;JAK3;ACVR2A;MAPK11;JAK2;AKT2;IL6ST;ACVR1B,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
18,prerank,Type II diabetes mellitus,0.5905502564446854,1.3725720985104608,0.08713692946058091,0.6579851569112078,0.954,3/15,6.67%,SOCS1;HK1;SOCS2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
19,prerank,RNA transport,0.5643893963412011,1.3692130474761641,0.11424541607898449,0.6267648145480961,0.957,8/18,22.54%,TACC3;EIF4G1;RNPS1;NUP107;RPP38;ELAC2;EIF4EBP1;NUP85,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
20,prerank,HIF-1 signaling pathway,0.5110445891507762,1.3529171727482454,0.09814323607427056,0.6543321790207337,0.967,8/30,15.24%,STAT3;HK1;HIF1A;IFNGR1;IL6R;TFRC;AKT2;FLT1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
21,prerank,Oxytocin signaling pathway,-0.4260784387180081,-1.319679778512593,0.10756972111553785,0.46946002052065183,0.789,12/24,28.89%,MAP2K1;JUN;RGS2;PIK3CG;PLCB3;NFATC1;CDKN1A;PRKACA;MAPK1;MAPK3;MAP2K5;FOS,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
22,prerank,Necroptosis,0.45515143631646404,1.3008816279287136,0.11899038461538461,0.8601247095954061,0.988,11/47,11.75%,STAT3;JAK3;STAT1;TNFRSF1A;IFNGR1;FAS;STAT2;CASP8;TNFSF10;STAT5A;JAK2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
23,prerank,Measles,0.4283139371027489,1.2995008768388407,0.09010011123470522,0.8163982868385157,0.988,18/77,15.56%,IL2RB;STAT3;JAK3;IL2RA;STAT1;MX1;FAS;STAT2;IRF7;CASP8;MYD88;TLR2;STAT5A;CCNE2;CDK2;AKT2;CCND2;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
24,prerank,Amoebiasis,-0.42654165894099405,-1.297022876525188,0.13028169014084506,0.46396776348755636,0.82,8/21,15.32%,GNA11;TNF;NFKB1;ARG2;TGFB3;TGFB1;COL1A1;PLCB3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
25,prerank,Hepatitis C,0.4421605152517214,1.290008746817526,0.1056338028169014,0.81894241587399,0.994,9/63,6.03%,MYC;STAT3;STAT1;TNFRSF1A;MX1;FAS;STAT2;IRF7;CASP8,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
26,prerank,Th17 cell differentiation,0.4363696147319541,1.2896236484080248,0.1004566210045662,0.7781961808479468,0.994,14/65,10.24%,IL2RB;STAT3;JAK3;IL2RA;STAT1;HIF1A;PRKCQ;RORC;IFNGR1;RUNX1;IL1R1;IL6R;STAT5A;MAPK11,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
27,prerank,Endocytosis,0.4772975134464133,1.2796425464395478,0.15744157441574416,0.7873103055275501,0.995,4/34,6.43%,IL2RB;IL2RA;KIF5C;CCR5,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
28,prerank,Shigellosis,-0.4129934547533289,-1.2785973441664726,0.11965811965811966,0.45357162741495466,0.846,11/25,24.92%,NOD2;ITGA5;NFKB1;ITGB1;MAPK14;ABL1;RIPK2;MAPK1;NFKBIA;MAPK3;MAPK13,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
29,prerank,Toxoplasmosis,0.43784368108728317,1.2761409433079198,0.11488862837045721,0.7661308401851075,0.995,14/56,13.73%,STAT3;SOCS1;STAT1;LY96;TNFRSF1A;IFNGR1;CASP8;CCR5;MYD88;TLR2;MAPK11;JAK2;ITGA6;AKT2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
30,prerank,Acute myeloid leukemia,0.4765736334221641,1.2739229226717526,0.16477987421383647,0.7412149372566678,0.996,7/33,13.73%,MYC;STAT3;RUNX1;STAT5A;LEF1;PIM1;AKT2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
31,prerank,Inflammatory mediator regulation of TRP channels,0.5366692203637493,1.273557229087437,0.16983695652173914,0.7105536698183149,0.996,4/20,10.24%,PRKCQ;F2RL1;IL1R1;MAPK11,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
32,prerank,Neurotrophin signaling pathway,-0.3379141798763509,-1.26599186972282,0.08666666666666667,0.4324670118590279,0.859,9/52,9.60%,IRAK2;NFKBIE;MAP3K1;MAP2K1;FASLG;BCL2;NFKB1;JUN;MAPK14,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
33,prerank,Cytokine-cytokine receptor interaction,0.4261087052381817,1.2626917689467865,0.11461988304093568,0.7256706702318853,0.997,19/75,8.89%,IL2RB;IL2RA;IL18RAP;IL12RB2;IL15RA;TNFRSF1A;IFNGR1;IL18R1;FAS;ACVR2A;IL1R1;CXCR6;CCR5;IL6R;TNFRSF13C;CCL27;CXCR5;IL32;TNFSF10,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
34,prerank,PI3K-Akt signaling pathway,0.41787292580305374,1.2587115166885852,0.11275626423690205,0.7125642396878973,0.998,19/79,15.56%,IL2RB;MYC;JAK3;IL2RA;DDIT4;ITGA2;IL6R;TLR2;OSM;JAK2;ITGA1;CCNE2;CDK2;ITGA6;AKT2;CCND2;FLT1;ITGA3;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
35,prerank,Insulin signaling pathway,0.45489274817706404,1.2513747529542454,0.16009852216748768,0.7140523790416395,0.998,10/39,21.67%,SOCS1;PTPN1;HK1;SOCS2;FOXO1;AKT2;EIF4EBP1;RHEB;HRAS;CBLB,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
36,prerank,Cholinergic synapse,-0.40129594120367973,-1.2259582700333418,0.19230769230769232,0.48595289794554875,0.897,11/22,24.52%,GNA11;MAP2K1;BCL2;FYN;PIK3CG;PLCB3;CREB1;PRKACA;MAPK1;PIK3CA;MAPK3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
37,prerank,NF-kappa B signaling pathway,-0.3243996577997407,-1.2063531453519325,0.12121212121212122,0.48817437781860695,0.913,15/48,12.38%,CD40LG;LAT;TNFSF14;TNF;TNFAIP3;BCL2;ATM;BIRC3;NFKB1;BCL2A1;TRAF3;LTA;CCL4;LTB;NFKB2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
38,prerank,Transcriptional misregulation in cancer,0.44292613285688015,1.2040485376237327,0.19592875318066158,0.8833131206865481,0.999,6/38,7.62%,IL2RB;MYC;BCL6;RUNX1;MAF;FOXO1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
39,prerank,Oocyte meiosis,0.523679499266638,1.2039460995307811,0.26256983240223464,0.8521832789574867,0.999,3/16,12.54%,CDK1;CCNE2;CDK2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
40,prerank,Breast cancer,0.43407162977334246,1.2032270851974611,0.22469135802469137,0.8257505929015065,0.999,6/38,15.56%,MYC;NOTCH1;LEF1;DDB2;AKT2;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
41,prerank,Hepatitis B,0.3927813270733398,1.202657080937739,0.15,0.8005935212378906,0.999,18/96,13.73%,MYC;STAT3;JAK3;STAT1;FAS;CASP10;STAT2;IRF7;CASP8;MYD88;TLR2;STAT5A;MAPK11;DDB2;JAK2;CCNE2;CDK2;AKT2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
42,prerank,Inflammatory bowel disease (IBD),0.45106705768864713,1.1889144296327037,0.23529411764705882,0.8279447343973372,0.999,9/31,9.05%,STAT3;IL18RAP;STAT1;RORC;IL12RB2;IFNGR1;IL18R1;MAF;TLR2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
43,prerank,Viral myocarditis,-0.39345291787208064,-1.1742990566492686,0.24719101123595505,0.528892086700672,0.933,3/18,3.97%,CD40LG;ITGAL;CD80,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
44,prerank,Proteoglycans in cancer,0.40786032100982256,1.1708809447231612,0.23871733966745842,0.8735356485337309,0.999,8/51,10.24%,MYC;STAT3;HIF1A;ITGA2;FAS;TLR2;TIAM1;MAPK11,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
45,prerank,Human papillomavirus infection,0.3815125540733272,1.159005435714884,0.23687150837988827,0.892654507198846,0.999,21/86,19.13%,NOTCH1;STAT1;ITGA2;TNFRSF1A;MX1;FAS;STAT2;CASP8;FOXO1;ITGA1;CCNE2;CDK2;ITGA6;AKT2;CCND2;ITGA3;CDK4;HDAC2;EIF4EBP1;RHEB;BAX,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
46,prerank,p53 signaling pathway,0.44690411785726364,1.1546522792031668,0.29465449804432853,0.884402855956743,0.999,8/27,15.56%,CDK1;FAS;CASP8;DDB2;CCNE2;CDK2;CCND2;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
47,prerank,Epstein-Barr virus infection,0.37170938530639264,1.1377023454834538,0.2679162072767365,0.9265025580652635,0.999,19/90,15.56%,MYC;STAT3;JAK3;STAT1;FAS;STAT2;IRF7;CASP8;ICAM1;MYD88;TLR2;MAPK11;DDB2;CCNE2;CDK2;TAP2;AKT2;CCND2;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
48,prerank,cGMP-PKG signaling pathway,-0.3456712267339973,-1.1272352716222758,0.28270042194092826,0.6129280106898279,0.96,11/27,24.52%,GNA11;MAP2K1;RGS2;PIK3CG;PLCB3;NFATC1;CREB1;MAPK1;BAD;ATP1B1;MAPK3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
49,prerank,Autophagy,0.40416406912912345,1.120278294721137,0.31076178960096734,0.9685340229985826,0.999,10/43,21.27%,DDIT4;HIF1A;PRKCQ;AKT2;LAMP2;BECN1;RHEB;PIK3C3;HRAS;ATG5,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
50,prerank,Gap junction,0.4906789765931296,1.1179348037259873,0.3290960451977401,0.9514312015079122,1.0,1/15,0.32%,CDK1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
51,prerank,Bladder cancer,0.4861023526692166,1.111247739205773,0.36044880785413747,0.9518997709062469,1.0,1/15,0.40%,MYC,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
52,prerank,Cell adhesion molecules (CAMs),-0.32709314465481837,-1.1026090644653808,0.319047619047619,0.6435744112243194,0.97,12/33,13.49%,CD40LG;VSIR;ITGAL;CD80;SPN;CD58;ICAM2;ITGB1;SELPLG;PECAM1;CD6;JAM3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
53,prerank,DNA replication,0.477019171669026,1.0930599247660215,0.36812411847672777,0.993914401033149,1.0,5/17,18.10%,RFC2;POLA1;MCM3;MCM6;MCM2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
54,prerank,Human T-cell leukemia virus 1 infection,0.3542205081379998,1.0861234696747364,0.3325942350332594,0.9949517818787533,1.0,17/89,15.87%,IL2RB;MYC;JAK3;IL2RA;IL15RA;TNFRSF1A;IL1R1;TNFRSF13C;ICAM1;ZFP36;STAT5A;CCNE2;CDK2;AKT2;CCND2;CDK4;VDAC1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
55,prerank,Human cytomegalovirus infection,0.3580468435935526,1.0775199550559422,0.3478747203579418,1.0,1.0,16/81,19.13%,MYC;STAT3;TNFRSF1A;FAS;IL1R1;CASP8;CCR5;IL6R;RAC2;MAPK11;TAP2;AKT2;CDK4;EIF4EBP1;RHEB;BAX,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
56,prerank,Ras signaling pathway,-0.29357117604482486,-1.0753555053605872,0.31543624161073824,0.6789335226323701,0.979,18/52,23.17%,LAT;REL;CSF1;MAP2K1;FASLG;NFKB1;FLT3LG;FOXO4;GAB2;RALGDS;PAK4;ABL1;PAK1;PRKACA;VEGFB;MAPK1;BAD;PIK3CA,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
57,prerank,Influenza A,0.3658007103731251,1.0743929437126774,0.3700696055684455,0.990159119800114,1.0,13/65,13.73%,STAT1;TNFRSF1A;IFNGR1;MX1;FAS;STAT2;IRF7;ICAM1;MYD88;TNFSF10;MAPK11;JAK2;AKT2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
58,prerank,Bacterial invasion of epithelial cells,-0.38637539961617995,-1.0735268120138926,0.37333333333333335,0.6440542744574028,0.98,2/16,8.89%,ITGA5;ITGB1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
59,prerank,IL-17 signaling pathway,-0.3149687517780489,-1.0734158955208675,0.29508196721311475,0.6087021880741607,0.98,8/34,10.63%,TNF;TNFAIP3;NFKB1;JUN;FOSB;TRAF3;MAPK14;IKBKE,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
60,prerank,Rap1 signaling pathway,-0.3015310462490245,-1.0653411800350157,0.2983425414364641,0.5984809191845489,0.984,9/44,12.94%,LAT;ITGAL;CSF1;MAP2K1;LPAR2;ITGB1;MAPK14;FYB1;RALGDS,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
61,prerank,Cell cycle,0.38027642420095253,1.0574967499569246,0.39081885856079407,1.0,1.0,10/42,18.10%,CDK1;MYC;CCNE2;CDK2;CCND2;CDK4;MCM3;MCM6;HDAC2;MCM2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
62,prerank,C-type lectin receptor signaling pathway,-0.2896097287016695,-1.0475681185080081,0.3660130718954248,0.6145264740270586,0.99,13/51,16.19%,IL23A;NLRP3;TNF;NFKB1;JUN;EGR2;MAPK14;IKBKE;EGR3;NFKB2;IRF1;BCL10;NFATC1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
63,prerank,Tuberculosis,-0.2600928351333115,-1.0437364403144471,0.3524590163934426,0.5954472786275025,0.99,12/67,10.40%,IL23A;IRAK2;NOD2;CR1;TNF;CORO1A;IL10RA;BCL2;NFKB1;MAPK14;TGFB3;TGFB1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
64,prerank,Non-small cell lung cancer,0.3948006092537199,1.0388790490549231,0.41078305519897307,1.0,1.0,8/30,21.19%,STAT3;JAK3;STAT5A;DDB2;AKT2;CDK4;BAX;HRAS,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
65,prerank,Lysosome,0.4143914218288983,1.0302958477973045,0.45625841184387617,1.0,1.0,11/22,35.32%,LAMP3;LAMP2;GAA;IGF2R;SLC11A2;CD63;LGMN;CD68;NPC1;CLTB;MCOLN1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
66,prerank,Viral carcinogenesis,0.34450445753285247,1.0153070095603045,0.4528735632183908,1.0,1.0,15/66,19.52%,CDK1;STAT3;JAK3;IRF7;CASP8;CCR5;STAT5A;CCNE2;CDK2;CCND2;IL6ST;CDK4;HDAC2;BAX;CCR8,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
67,prerank,Chagas disease (American trypanosomiasis),-0.2689631994409638,-1.0009597040689628,0.42948717948717946,0.6759645899448806,0.994,11/51,10.40%,SMAD3;CD3G;GNA11;TNF;FASLG;NFKB1;JUN;CD3D;MAPK14;TGFB3;TGFB1,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
68,prerank,Adipocytokine signaling pathway,0.3966925399994391,0.9931177312206521,0.48582995951417,1.0,1.0,3/24,3.57%,STAT3;PRKCQ;TNFRSF1A,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
69,prerank,Cellular senescence,0.3403506893954572,0.9867815175060088,0.5141176470588236,1.0,1.0,13/56,18.89%,CDK1;MYC;FOXO1;MAPK11;CCNE2;CDK2;AKT2;CCND2;CDK4;VDAC1;ETS1;EIF4EBP1;RHEB,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
70,prerank,Progesterone-mediated oocyte maturation,0.38929400269046327,0.9809255960591055,0.49733333333333335,1.0,1.0,4/25,13.73%,CDK1;MAPK11;CDK2;AKT2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
71,prerank,Cushing syndrome,-0.31447743902792646,-0.98041544875855,0.49433962264150944,0.6993456837640976,0.996,12/24,24.52%,GNA11;MAP2K1;NR4A1;CDKN1B;PLCB3;CREB1;CDKN1A;PRKACA;MAPK1;TCF7;BRAF;MAPK3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
72,prerank,Fluid shear stress and atherosclerosis,0.35289177261409965,0.9783391038540419,0.5169082125603864,1.0,1.0,7/42,10.24%,TNFRSF1A;MAP3K5;ACVR2A;IL1R1;ICAM1;RAC2;MAPK11,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
73,prerank,Non-alcoholic fatty liver disease (NAFLD),0.36425531252021054,0.9716057760727025,0.5,1.0,1.0,5/32,6.83%,TNFRSF1A;MAP3K5;FAS;CASP8;IL6R,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
74,prerank,Estrogen signaling pathway,-0.288879003777065,-0.967441695974258,0.5450236966824644,0.7030942041089027,0.997,10/31,24.52%,MAP2K1;BCL2;JUN;PLCB3;HSPA1A;CREB1;PRKACA;MAPK1;PIK3CA;MAPK3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
75,prerank,Hematopoietic cell lineage,0.36617492291777404,0.9652120232144769,0.5120711562897078,1.0,1.0,9/31,15.48%,IL2RA;ITGA2;IL1R1;IL6R;CD7;TFRC;ITGA1;ITGA6;ITGA3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
76,prerank,Primary immunodeficiency,0.4004165496329953,0.9623259341698662,0.5232876712328767,1.0,1.0,7/19,19.68%,JAK3;ICOS;TNFRSF13C;UNG;TAP2;LCK;ZAP70,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
77,prerank,FoxO signaling pathway,0.33281231342608164,0.9586519193639483,0.537122969837587,1.0,1.0,8/52,14.60%,BCL6;STAT3;FOXO1;TNFSF10;MAPK11;CDK2;AKT2;CCND2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
78,prerank,Adrenergic signaling in cardiomyocytes,-0.3123381958419536,-0.9577278449894622,0.5222672064777328,0.696533155169534,0.997,11/23,24.92%,BCL2;MAPK14;PIK3CG;PLCB3;CREB1;PRKACA;MAPK1;PPP2R5A;ATP1B1;MAPK3;MAPK13,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
79,prerank,Ubiquitin mediated proteolysis,0.40852400043209,0.9542820016387323,0.549929676511955,1.0,1.0,3/17,10.87%,SOCS1;UBE2L6;DDB2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
80,prerank,Apelin signaling pathway,-0.29294530502313987,-0.9517047708444671,0.5672268907563025,0.6842440672739654,0.997,5/27,15.32%,SMAD3;MAP2K1;EGR1;PIK3CG;PLCB3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
81,prerank,Small cell lung cancer,0.34185613886019506,0.9466579529101227,0.5752753977968176,1.0,1.0,9/42,15.56%,MYC;ITGA2;DDB2;CCNE2;CDK2;ITGA6;AKT2;ITGA3;CDK4,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
82,prerank,Alzheimer disease,0.38374666476186614,0.9424766041848301,0.5458115183246073,1.0,1.0,3/24,6.03%,TNFRSF1A;FAS;CASP8,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
83,prerank,Osteoclast differentiation,0.32376271505892673,0.9407793673455247,0.5819672131147541,1.0,1.0,8/57,10.56%,SOCS1;STAT1;TNFRSF1A;IFNGR1;STAT2;IL1R1;MAPK11;JUNB,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
84,prerank,Epithelial cell signaling in Helicobacter pylori infection,-0.31066560153909184,-0.9384838221709438,0.5546558704453441,0.6870738451830819,0.997,10/23,29.44%,NFKB1;JUN;MAPK14;JAM3;PAK1;NFKBIA;CCL5;MAPK13;MAPK9;ATP6V1D,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
85,prerank,Endometrial cancer,0.3591659791872542,0.9368421336139614,0.5565789473684211,1.0,1.0,6/30,21.19%,MYC;LEF1;DDB2;AKT2;BAX;HRAS,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
86,prerank,Phagosome,0.39691817796826523,0.936417164131288,0.598314606741573,1.0,1.0,6/17,20.63%,ITGA2;TLR2;TFRC;TAP2;LAMP2;PIK3C3,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
87,prerank,Thermogenesis,0.38965001138354294,0.9331111068213145,0.5597826086956522,1.0,1.0,6/19,22.46%,MAP3K5;MAPK11;SMARCC1;RHEB;HRAS;ATF2,CD4 Central Memory,IL-6 control,IL-6 control vs. DMSO control,KEGG
