,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type,comparison,gene_set
35,prerank,Pperoxisome,0.2672989612987858,0.7261958939955949,0.8568965517241379,0.8853179508309298,1.0,3/20,12.38%,PEX11A;CDK7;BCL10,CD4 Effector Memory,Gefitinib_vs._Gefitinib hydrochloride,Hallmark
0,prerank,TNF-alpha Signaling via NF-kB,-0.48693781133379577,-1.8979808510327458,0.0,0.012767500906782735,0.011,37/71,25.55%,SLC2A6;NR4A1;EGR2;TNFSF9;MSC;ICAM1;NAMPT;FOSL2;BCL2A1;DUSP1;CD69;RIPK2;NFKBIE;CEBPB;JUNB;ZFP36;IL23A;TIPARP;BCL6;NFE2L2;CD83;JUN;IL6ST;KLF9;GADD45B;IL15RA;NFKB2;GADD45A;RELA;IER5;NFKB1;CDKN1A;STAT5A;REL;IL7R;EGR1;NFKBIA,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
1,prerank,DNA Repair,0.44970893897926845,1.361665478691141,0.08346972176759411,1.0,0.812,15/30,24.30%,RBX1;POLD3;RAD51;ADA;VPS28;FEN1;GTF2A2;TP53;RPA2;HPRT1;RAE1;POLD4;NUDT9;RFC2;DDB2,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
2,prerank,UV Response Dn,-0.4257030927533144,-1.3310412982145157,0.11604938271604938,0.7695321001088139,0.707,11/27,23.21%,ERBB2;PIK3R3;DUSP1;ACVR2A;CDKN1B;IGF1R;SMAD7;TENT4A;MTA1;NFKB1;ATP2C1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
3,prerank,G2-M Checkpoint,-0.35783821082316586,-1.3175685357294398,0.09116022099447514,0.5482287510579132,0.73,19/55,16.90%,NUSAP1;PLK1;CDC6;CKS1B;EZH2;CCNF;BUB1;CDK1;CDC25B;MCM2;SMC4;KIF11;STMN1;CDKN1B;CENPE;TENT4A;NASP;CDC7;TOP2A,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
4,prerank,IL-6/JAK/STAT3 Signaling,-0.3928045242773023,-1.299013661257275,0.09367088607594937,0.4468625317373957,0.756,13/34,24.14%,IL2RA;TNFRSF12A;IL10RB;TNFRSF1B;PIM1;LTB;PTPN1;JUN;IL6ST;IL15RA;FAS;STAT3;ACVR1B,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
5,prerank,Apoptosis,-0.3244142289498811,-1.2340155952082403,0.14749262536873156,0.5134856728327892,0.866,22/62,21.18%,TNFRSF12A;CDK2;ERBB2;CASP2;BID;PMAIP1;CD69;CDC25B;FEZ1;LEF1;CDKN1B;DNM1L;SMAD7;JUN;TOP2A;HSPB1;GADD45B;GADD45A;RELA;FAS;PAK1;CCND2,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
6,prerank,Inflammatory Response,-0.3207107935498515,-1.2158067952751708,0.1440922190201729,0.46930238181598355,0.895,24/58,25.55%,OSM;TNFSF9;TLR3;ICAM1;NAMPT;CD69;TNFRSF1B;RIPK2;ACVR2A;LTA;IL15RA;IRAK2;CD55;CD70;IL2RB;RELA;LYN;CCR7;NFKB1;ATP2C1;CDKN1A;ACVR1B;IL7R;NFKBIA,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
7,prerank,Apical Junction,-0.36802450994403935,-1.2020307659910987,0.22772277227722773,0.4299497383284108,0.906,7/34,10.59%,MAPK11;PIK3R3;CTNND1;ICAM1;CD274;MPZL1;GNAI2,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
8,prerank,Estrogen Response Early,-0.36740705298987497,-1.143835064350408,0.248,0.4902430177729416,0.954,8/26,16.74%,NRIP1;PEX11A;FKBP4;MICB;PMAIP1;IGF1R;TIPARP;IL6ST,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
9,prerank,mTORC1 Signaling,-0.30864549475130376,-1.1437802648248738,0.21787709497206703,0.43602950066497403,0.954,12/55,14.10%,LGMN;MLLT11;PLK1;PIK3R3;MTHFD2;NAMPT;CCNF;BUB1;TFRC;MCM2;HMGCR;HMGCS1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
10,prerank,E2F Targets,0.3187279161101325,1.139417504105693,0.23529411764705882,1.0,0.998,15/71,13.01%,CBX5;CHEK2;UNG;UBE2T;POLD3;UBR7;PAICS;TACC3;TIMELESS;NOLC1;EED;TP53;AURKA;MCM4;RPA2,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
11,prerank,KRAS Signaling Up,0.34703446820626893,1.1139540496409643,0.30359937402190923,1.0,0.999,4/37,3.04%,LAT2;C3AR1;IRF8;ABCB1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
12,prerank,Epithelial Mesenchymal Transition,-0.3424681069497561,-1.1066553023035663,0.2916666666666667,0.46438882843670654,0.973,10/25,23.44%,TNFRSF12A;IGFBP3;GPC1;JUN;GADD45B;GADD45A;LGALS1;FAS;CD59;LRP1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
13,prerank,Estrogen Response Late,-0.3537434992620118,-1.1066366444827795,0.30952380952380953,0.42217166221518776,0.973,5/29,6.07%,CDC6;NRIP1;ETFB;FKBP4;MICB,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
14,prerank,Complement,0.3210397789244073,1.0986581497948693,0.3273542600896861,1.0,1.0,11/59,10.98%,GZMK;CLU;PLSCR1;HSPA1A;USP14;CSRP1;CASP7;PSMB9;XPNPEP1;IRF2;S100A13,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
15,prerank,Allograft Rejection,-0.2625531405548679,-1.0514066942022622,0.3343949044585987,0.4894208680933381,0.991,13/86,14.95%,IL12A;IL2RA;CDKN2A;TLR3;ICAM1;KLRD1;AARS1;IRF4;RIPK2;ACVR2A;DYRK3;LTB;MAP3K7,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
16,prerank,IL-2/STAT5 Signaling,0.30121205380304583,1.0344078741199856,0.39969135802469136,1.0,1.0,6/58,5.92%,SPRED2;PLSCR1;ALCAM;IRF8;ABCB1;IL18R1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
17,prerank,Interferon Alpha Response,0.3068220875242334,0.9500023873152438,0.534453781512605,1.0,1.0,12/34,25.86%,PLSCR1;CD47;PSMB9;IRF2;TXNIP;IL7;UBE2L6;IFIT2;LAMP3;LAP3;CD74;PSME1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
18,prerank,Myogenesis,0.3653809728307795,0.9488438848589998,0.5221843003412969,1.0,1.0,5/16,21.11%,CLU;APP;NOTCH1;FOXO4;SORBS3,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
19,prerank,Cholesterol Homeostasis,0.32725423874384596,0.935382402039036,0.5572139303482587,1.0,1.0,3/22,2.41%,CLU;PLSCR1;ALCAM,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
20,prerank,Oxidative Phosphorylation,0.32985905556289175,0.9285306894886075,0.5728643216080402,1.0,1.0,8/24,24.45%,GPI;ACAA1;CASP7;BAX;PDHX;NNT;ALAS1;ECH1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
21,prerank,Unfolded Protein Response,0.3133130834037507,0.9153853671799772,0.5799319727891157,1.0,1.0,6/26,13.24%,DDX10;NOLC1;CNOT4;EIF4G1;POP4;EIF4EBP1,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
22,prerank,Pperoxisome,0.3323893903847432,0.9054702621749171,0.5790378006872853,1.0,1.0,11/20,38.01%,ABCB1;ACAA1;FIS1;ABCC5;MSH2;ECH1;CAT;SMARCC1;MVP;HSD17B11;IDE,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
23,prerank,Xenobiotic Metabolism,0.3007617393303285,0.8814116962326997,0.6274193548387097,1.0,1.0,10/27,27.10%,IRF8;CBR1;HPRT1;PPARD;UGDH;ARPP19;ALAS1;DHRS7;ECH1;CAT,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
24,prerank,Interferon Gamma Response,0.23597759105375876,0.8606597363426368,0.7286356821589205,1.0,1.0,13/80,14.56%,PLSCR1;IRF8;CD40;NUP93;NOD1;CASP7;CD38;PSMB9;IRF2;TXNIP;IL7;UBE2L6;JAK2,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
25,prerank,Mitotic Spindle,-0.2622286353204929,-0.858124089311749,0.6921182266009852,0.8679222119918529,1.0,8/32,13.08%,NUSAP1;PLK1;BUB1;ECT2;CDK1;SMC4;KIF11;CENPE,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
26,prerank,UV Response Up,-0.25938577066720575,-0.8572172158157219,0.6978609625668449,0.8077516969791182,1.0,5/36,5.53%,NR4A1;CDK2;ICAM1;BID;FKBP4,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
27,prerank,PI3K/AKT/mTOR  Signaling,-0.234718632587879,-0.8187809738901637,0.7730870712401056,0.824316285817918,1.0,8/41,16.04%,CDK2;PIK3R3;RALB;CDK1;PAK4;CDKN1B;MAP3K7;MAPK8,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
28,prerank,Hypoxia,-0.21793944566757797,-0.7852026636197662,0.8593350383631714,0.8239390642002177,1.0,9/45,13.71%,FOSL2;IGFBP3;DUSP1;GPC1;EXT1;CDKN1B;PIM1;ZFP36;TIPARP,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
29,prerank,Glycolysis,0.24095964291530197,0.7659928965253672,0.8389261744966443,1.0,1.0,5/38,12.46%,SPAG4;PGAM1;ME2;SLC37A4;AURKA,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
30,prerank,heme Metabolism,0.25549062883851426,0.7326652107499373,0.8511705685618729,1.0,1.0,8/23,27.10%,PPOX;FOXO3;XPO7;NNT;TRAK2;ABCB6;SLC25A37;CAT,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
31,prerank,Androgen Response,0.2767639764343392,0.7198398905182015,0.84,1.0,1.0,8/16,35.28%,APPBP2;ZMIZ1;TMEM50A;AKT1;RRP12;CCND3;UBE2J1;RAB4A,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
32,prerank,Fatty Acid Metabolism,0.2503985950912781,0.6999817834743455,0.8595890410958904,1.0,1.0,5/22,17.37%,ACAA1;CRYZ;CBR1;UBE2L6;UGDH,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
33,prerank,Myc Targets V1,0.24522706954340281,0.6975245856449831,0.8732638888888888,1.0,1.0,5/24,18.93%,HDAC2;NOLC1;MCM4;HPRT1;MCM5,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
34,prerank,p53 Pathway,0.2017305394721728,0.6867852528616019,0.9495412844036697,0.9695677410948031,1.0,10/52,16.20%,ADA;BAX;TP53;RXRA;TXNIP;APP;TRIB3;FOXO3;NOTCH1;BLCAP,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
35,prerank,Adipogenesis,0.24127665986027821,0.6813312177841514,0.900497512437811,0.9259059194238127,1.0,2/25,6.00%,ELOVL6;SQOR,CD4 Effector Memory,NVP-BSK805_vs._NVP-BSK805 2HCl,Hallmark
0,prerank,TNF-alpha Signaling via NF-kB,0.6308388975054956,2.651499540847355,0.0,0.0,0.0,32/71,13.08%,EGR2;DUSP4;PLAUR;DUSP2;FOSL2;TNFSF9;ZFP36;BCL2A1;DUSP1;ATF3;GADD45A;TNFRSF9;NR4A1;NFIL3;FOS;STAT5A;CEBPB;ID2;NFE2L2;CD69;CDKN1A;EGR1;REL;NAMPT;MYC;BCL6;TIPARP;BTG1;JUNB;CEBPD;NFKB1;GADD45B,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
1,prerank,Hypoxia,0.6035638730442824,2.3298106772300975,0.0,0.0,0.0,18/45,11.21%,DDIT4;PLAUR;FOSL2;ZFP36;DUSP1;ATF3;NFIL3;FOS;EXT1;CDKN1A;BCL2;IGFBP3;ISG20;ALDOC;TIPARP;JMJD6;BTG1;CDKN1B,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
2,prerank,Cholesterol Homeostasis,0.6539922817911817,2.0699776719911456,0.0,0.0007189072609633358,0.001,10/22,11.68%,PLAUR;ATF3;CXCL16;NFIL3;ALCAM;CLU;ALDOC;TMEM97;HMGCS1;ANXA5,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
3,prerank,IL-2/STAT5 Signaling,0.48987495917065094,2.0043776158380147,0.0,0.002695902228612509,0.005,19/58,8.10%,IRF4;TNFRSF9;NFIL3;SPRED2;CDC6;IL3RA;TNFRSF1B;TNFRSF4;CCND2;BCL2;CTLA4;TNFRSF18;SOCS1;IFNGR1;IRF8;IL4R;ITGA6;ALCAM;MYC,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
4,prerank,Estrogen Response Late,0.5583030888071996,1.9144575600959277,0.0,0.00603882099209202,0.014,9/29,6.85%,DUSP2;ZFP36;TOP2A;FOS;CDC6;SLC1A4;ID2;BCL2;ISG20,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
5,prerank,Inflammatory Response,0.4518042377378734,1.7966090792472955,0.0,0.011502516175413372,0.032,20/58,9.42%,RGS1;PLAUR;TNFSF9;CD55;TNFRSF9;OSM;GNA15;TNFRSF1B;TLR3;CD69;CDKN1A;LYN;NAMPT;IL4R;NLRP3;IL18RAP;MYC;CXCR6;IRF7;CCR7,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
6,prerank,Unfolded Protein Response,0.4940953887844541,1.6209918101170893,0.01652892561983471,0.04559926055253158,0.14,8/26,12.69%,DDIT4;ATF3;CEBPB;SLC1A4;BAG3;MTHFD2;CNOT2;EXOSC4,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
7,prerank,Apoptosis,0.39059941858616737,1.5889509395695316,0.0,0.053109273903666425,0.178,14/62,7.79%,TOP2A;ATF3;SATB1;GADD45A;GNA15;CD69;PAK1;CCND2;CDKN1A;IFNGR1;PMAIP1;ISG20;CLU;HMGB2,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
8,prerank,Epithelial Mesenchymal Transition,0.47774878570794155,1.5870659266959959,0.027439024390243903,0.04744787922358016,0.179,9/25,15.50%,THBS1;PLAUR;GADD45A;ID2;IGFBP3;TGFB1;GADD45B;GPC1;TGFBI,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
9,prerank,mTORC1 Signaling,0.3856284921572945,1.5068034078103425,0.017605633802816902,0.07397555715312724,0.278,20/55,17.52%,DDIT4;NFIL3;SLC1A4;INSIG1;CDKN1A;NAMPT;G6PD;MTHFD2;HSPD1;MCM4;MLLT11;TMEM97;HMGCS1;MCM2;PNP;HPRT1;CXCR4;TFRC;GPI;CCNF,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
10,prerank,heme Metabolism,-0.4758795234064025,-1.4266638570706163,0.05763688760806916,0.6006754583467353,0.688,7/23,16.12%,CCND3;PPOX;ABCG2;BLVRA;SLC11A2;FOXO3;LRP10,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
11,prerank,Androgen Response,0.4797635980940764,1.4113382663633836,0.0856269113149847,0.1235213384746095,0.451,6/16,11.14%,ARID5B;INSIG1;MAF;CDK6;HMGCS1;ZMIZ1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
12,prerank,Myc Targets V1,0.4072063519380719,1.348924962079522,0.1377245508982036,0.1667864845434939,0.576,10/24,18.61%,MCM6;MYC;HSPD1;MCM4;MCM2;HPRT1;RRM1;PCNA;SLC25A3;NOLC1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
13,prerank,Glycolysis,0.35594833537220666,1.3037221038816866,0.096875,0.2035613559696953,0.668,7/38,7.32%,DDIT4;SPAG4;EXT1;CDK1;IGFBP3;ISG20;G6PD,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
14,prerank,UV Response Up,0.35515057914675124,1.3016178095618023,0.11764705882352941,0.19102392934168633,0.67,12/36,16.90%,ATF3;NR4A1;FOS;CREG1;LYN;DNAJB1;BTG1;JUNB;SLC25A4;CLTB;TFRC;EIF5,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
15,prerank,Fatty Acid Metabolism,-0.4409995808391922,-1.2641510754888667,0.16964285714285715,0.8672402701833387,0.957,13/22,44.16%,BPHL;BLVRA;DECR1;CRYZ;PCBD1;UBE2L6;HADH;HSD17B11;ECH1;PSME1;CBR3;HSD17B10;NSDHL,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
16,prerank,Estrogen Response Early,0.37629277866323985,1.2486336638758808,0.17201166180758018,0.23781452192667146,0.763,6/26,9.81%,FOS;SLC1A4;BCL2;PMAIP1;MYC;TIPARP,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
17,prerank,p53 Pathway,0.31066567373439685,1.2193499314754308,0.1388888888888889,0.25853702372393966,0.808,8/52,5.92%,DDIT4;TNFSF9;ATF3;GADD45A;FOS;CCND2;CDKN1A;SOCS1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
18,prerank,DNA Repair,-0.3761781530327741,-1.1740704866437306,0.23395149786019973,0.9271469926021229,0.995,14/30,35.98%,DDB2;POLD3;PRIM1;TP53;POLD4;NUDT9;ADA;MPC2;VPS28;POLR2I;POLR2K;RBX1;LIG1;RFC2,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
19,prerank,KRAS Signaling Up,0.3206234696543938,1.16021250211004,0.22044728434504793,0.32287393749735693,0.899,7/37,6.46%,PLAUR;SATB1;TNFRSF1B;ID2;CCND2;IGFBP3;IRF8,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
20,prerank,Interferon Alpha Response,-0.34884496382431057,-1.1343761293007382,0.28508124076809455,0.829728208427147,0.997,7/34,12.46%,TXNIP;IFIT2;IRF2;CASP8;IL15;CD47;PSME2,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
21,prerank,UV Response Dn,0.33716623774537446,1.1207040615101505,0.282312925170068,0.35837526959022287,0.929,8/27,14.33%,DUSP1;INSIG1;MYC;ZMIZ1;CDKN1B;NFKB1;RXRA;PRKCE,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
22,prerank,Interferon Gamma Response,-0.2922103470523899,-1.10753755050328,0.2696011004126547,0.7436796397555484,1.0,16/80,12.46%,TXNIP;CMKLR1;PTPN6;SLAMF7;IFIT2;ICAM1;STAT1;IRF2;CASP8;IL15;NLRC5;IL15RA;TNFSF10;IFNAR2;OAS3;PSME2,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
23,prerank,Apical Junction,-0.33933664152278553,-1.0920872131143842,0.34992458521870284,0.6582502412351239,1.0,13/34,28.27%,ICAM1;EVL;MAPK13;FYB1;CTNND1;IKBKG;CD274;MAPK11;RSU1;MAP4K2;SORBS3;MAPK14;HADH,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
24,prerank,Allograft Rejection,-0.2797424039952133,-1.0679097915909337,0.3428184281842818,0.6228001654183706,1.0,18/86,12.38%,PTPN6;CCND3;CSK;TRAF2;IL16;ICAM1;TLR6;STAT1;IL15;CD80;FYB1;ZAP70;CD40LG;CD3G;IKBKB;IFNAR2;LCK;CD47,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
25,prerank,Complement,0.24018063936003833,0.96288792693923,0.5401459854014599,0.6511029550872148,0.996,11/59,13.63%,PLAUR;CD55;CEBPB;LYN;CLU;IRF7;DUSP6;GZMB;ANXA5;LAP3;CBLB,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
26,prerank,IL-6/JAK/STAT3 Signaling,0.25228488945325045,0.927160242324446,0.5870206489675516,0.6952192667145938,0.997,8/34,13.94%,IL3RA;TNFRSF1B;SOCS1;IFNGR1;IL4R;TGFB1;CD38;IL12RB1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
27,prerank,G2-M Checkpoint,0.2332068243724297,0.9217888779515246,0.6089965397923875,0.6731025983362432,0.998,19/55,18.61%,TOP2A;CDC6;CDK1;MCM6;ABL1;CKS2;MYC;JPT1;CDKN1B;TGFB1;NASP;MCM2;MTF2;NUSAP1;LBR;SMC4;CCNF;HSPA8;NOLC1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
28,prerank,Myogenesis,0.30885791728102646,0.9121024165024672,0.581267217630854,0.6619175217306059,0.998,5/16,13.08%,CDKN1A;IGFBP3;CLU;TGFB1;GADD45B,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
29,prerank,Adipogenesis,0.2739461123549465,0.8944653149428253,0.6300940438871473,0.6666145719376113,0.998,4/25,8.72%,GADD45A;STAT5A;IFNGR1;BCL6,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
30,prerank,E2F Targets,-0.22897555541901382,-0.8509982145482732,0.7456953642384105,1.0,1.0,17/71,19.55%,PLK1;CBX5;CDC25B;POLD3;TP53;TIPIN;DCK;HELLS;MCM3;TMPO;TACC3;RAD51C;MCM5;PAN2;AURKA;NUP107;CDK4,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
31,prerank,Xenobiotic Metabolism,-0.28379095494467776,-0.8418071123007633,0.708018154311649,0.9614559879918517,1.0,16/27,41.98%,BPHL;ABCC2;TNFRSF1A;CNDP2;FAS;ALAS1;NPC1;PSMB10;CYFIP2;ADH5;DHRS7;NMT1;ECH1;ABHD6;CAT;SLC35B1,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
32,prerank,Mitotic Spindle,-0.26109685728377596,-0.8299303279687104,0.7204610951008645,0.8887584432293342,1.0,11/32,27.88%,PLK1;BUB1;ECT2;CENPF;ARHGEF2;NCK2;AURKA;PCM1;NCK1;CKAP5;SMC1A,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
33,prerank,Pperoxisome,-0.2771029730190407,-0.7868009449487343,0.7791044776119403,0.8777449633030205,1.0,16/20,48.99%,PEX11A;ITGB1BP1;FIS1;MSH2;ABCC5;ABCB1;CDK7;SCP2;HSD17B11;ECH1;IDE;CAT;MVP;HRAS;SMARCC1;BCL10,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
34,prerank,Oxidative Phosphorylation,0.2246241471049772,0.7486899223483181,0.8696969696969697,0.8747304097771388,1.0,7/24,18.30%,ATP1B1;CYCS;SUPV3L1;SLC25A4;GPI;PDHX;SLC25A3,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
35,prerank,PI3K/AKT/mTOR  Signaling,-0.21045578715124982,-0.7005742819888723,0.92524682651622,0.9070440656159536,1.0,25/41,51.48%,TRAF2;PIN1;LCK;TBK1;TNFRSF1A;IRAK4;CDK4;NCK1;SMAD2;MAP3K7;NOD1;STAT2;ECSIT;CLTC;GSK3B;MAPK9;CAB39;RALB;HRAS;MKNK1;ATF1;NFKBIB;MAPK1;AKT1;CDK2,CD4 Effector Memory,Ruxolitinib_vs._Ruxolitinib phosphate,Hallmark
0,prerank,Cholesterol Homeostasis,0.515400086271335,1.4950659094859962,0.04814004376367615,0.4021535297320186,0.41,8/22,12.93%,TNFRSF12A;ALCAM;ALDOC;CLU;CXCL16;NSDHL;ECH1;ATF5,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
1,prerank,Myogenesis,-0.5726074494441301,-1.4870878425911722,0.06614785992217899,0.8641429965586318,0.496,4/16,8.57%,APP;FOXO4;IGFBP3;SORBS3,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
2,prerank,TNF-alpha Signaling via NF-kB,-0.400652629005505,-1.426770716367417,0.019064124783362217,0.668139092916945,0.635,19/71,14.95%,MYC;NR4A1;ATF3;KLF9;IL23A;IFIT2;CD80;CEBPB;CEBPD;EGR1;REL;BIRC2;FUT4;NFE2L2;TANK;TNFRSF9;TNFSF9;EGR2;GADD45A,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
3,prerank,IL-2/STAT5 Signaling,-0.41160016882962963,-1.392070928033557,0.058519793459552494,0.5567825774307874,0.712,9/58,5.37%,CCR4;SPRED2;TIAM1;MYC;CD79B;CTLA4;SELL;IL2RA;LTB,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
4,prerank,Apical Junction,-0.44807121527648675,-1.378232072431178,0.07884615384615384,0.4533360727310083,0.731,7/34,12.15%,MAPK13;EPB41L2;MAPK11;ICAM2;SORBS3;ITGA3;PIK3CB,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
5,prerank,Glycolysis,0.4164261030701745,1.364526309747434,0.056179775280898875,0.48272941745810904,0.718,12/38,14.41%,CDK1;ABCB6;GPC1;FKBP4;GFPT1;AURKA;PGAM1;ERO1A;NSDHL;EXT1;ECD;TGFBI,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
6,prerank,Estrogen Response Late,-0.46499341152014045,-1.3556808713048154,0.11173184357541899,0.4164158405670553,0.778,5/29,2.18%,TIAM1;LSR;MAPK13;TOP2A;NRIP1,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
7,prerank,Epithelial Mesenchymal Transition,0.44847682213996465,1.2939355622562039,0.13963039014373715,0.488536688645575,0.842,8/25,15.34%,TNFRSF12A;GPC1;GADD45B;LRP1;FAS;SGCB;TGFBI;CALU,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
8,prerank,PI3K/AKT/mTOR  Signaling,0.3763865153340883,1.2020242769772822,0.19369369369369369,0.5812715504204223,0.956,6/41,6.23%,CDK1;IRAK4;PIN1;CLTC;DUSP3;NOD1,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
9,prerank,Interferon Gamma Response,0.31717268689769473,1.1928762316742458,0.15331807780320367,0.4866493255096485,0.962,16/80,14.17%,PSME2;IFI35;NUP93;CD40;SOCS1;NOD1;RIPK2;IFITM2;BST2;IFIH1;FAS;MVP;ST3GAL5;ICAM1;PTPN6;NAMPT,CD4 Effector Memory,Tofacitinib citrate_vs._Tofacitinib,Hallmark
